openbareruimte;huisnummer;huisletter;huisnummertoevoeging;postcode;woonplaats;gemeente;provincie;nummeraanduiding;verblijfsobjectgebruiksdoel;oppervlakteverblijfsobject;verblijfsobjectstatus;object_id;object_type;nevenadres;pandid;pandstatus;pandbouwjaar;x;y;lon;lat;verkorteopenbareruimte
Bijland;210;;;5403VJ;Uden;Uden;Noord-Brabant;0856200000382322;woonfunctie;100;Verblijfsobject in gebruik;0856010000382323;VBO;f;0856100000349512;Pand in gebruik;1972;172412.978;408663.632;5.63889924603239;51.6665126459795;
Hekkeslag;23;;;5404ML;Uden;Uden;Noord-Brabant;0856200000356939;woonfunctie;97;Verblijfsobject in gebruik;0856010000356940;VBO;f;0856100000334432;Pand in gebruik;1988;170657.374;406961.453;5.61344638362936;51.6512645182004;
Heilarensestraat;19;;;5473RA;Heeswijk-Dinther;Bernheze;Noord-Brabant;1721200000007220;woonfunctie;215;Verblijfsobject in gebruik;1721010000007220;VBO;f;1721100000005561;Pand in gebruik;1986;161595.368;406941.443;5.48250281997583;51.6512647164723;
Provincialeweg;91;;;5503HC;Veldhoven;Veldhoven;Noord-Brabant;0861200000403115;woonfunctie;148;Verblijfsobject in gebruik;0861010000403116;VBO;f;0861100000375351;Pand in gebruik;1933;157351.02;380632.365;5.42099606512644;51.4148165425958;
't Veld;6;;;5503TK;Veldhoven;Veldhoven;Noord-Brabant;0861200000404933;woonfunctie;103;Verblijfsobject in gebruik;0861010000404934;VBO;f;0861100000364127;Pand in gebruik;1957;156343.573;380201.251;5.40651264426497;51.410944710239;
Vezelstraat;14;;;5541VN;Reusel;Reusel-De Mierden;Noord-Brabant;1667200000001645;woonfunctie;132;Verblijfsobject in gebruik;1667010000002210;VBO;f;1667100000005205;Pand in gebruik;1961;139634.423;375126.953;5.16656496182909;51.3651264091112;
Mouterwei;8;;;5551SC;Valkenswaard;Valkenswaard;Noord-Brabant;0858200000010869;woonfunctie;114;Verblijfsobject in gebruik;0858010000007418;VBO;f;0858100000007472;Pand in gebruik;1976;158111;374358;5.43186512643583;51.3584144538566;
Kornoeljelaan;58;;;5552RD;Valkenswaard;Valkenswaard;Noord-Brabant;0858200000009203;woonfunctie;118;Verblijfsobject in gebruik;0858010000015300;VBO;f;0858100000009941;Pand in gebruik;1971;158805;374710;5.44183265126468;51.3615742215703;
d'n Overweg;13;;;5554EE;Valkenswaard;Valkenswaard;Noord-Brabant;0858200000018620;woonfunctie;184;Verblijfsobject in gebruik;0858010000018541;VBO;f;0858100000024392;Pand in gebruik;2017;160428.903;373272.625;5.4651264721533;51.3486407740762;
Opwettensemolen;288;;;5612DN;Eindhoven;Eindhoven;Noord-Brabant;0772200000045828;woonfunctie;85;Verblijfsobject in gebruik;0772010000741165;VBO;f;0772100000302407;Pand in gebruik;1986;161322.907;384583.9;5.47816176512649;51.4503049876926;
Lyndakkers;62;;;5672CC;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant;0820200000005472;woonfunctie;124;Verblijfsobject in gebruik;0820010000005472;VBO;f;0820100000015104;Pand in gebruik;1932;166087;386241;5.54674964577637;51.4651264050973;
De Vroente;18;;;5672TM;Nuenen;Nuenen, Gerwen en Nederwetten;Noord-Brabant;0820200000002192;woonfunctie;167;Verblijfsobject in gebruik;0820010000002192;VBO;f;0820100000012194;Pand in gebruik;1976;166535;385831;5.55318316458367;51.4614320651264;
Houtse Parallelweg;21;;;5706AA;Helmond;Helmond;Noord-Brabant;0794200000070727;woonfunctie;178;Verblijfsobject in gebruik (niet ingemeten);0794010000114813;VBO;f;0794100000394963;Pand in gebruik (niet ingemeten);1930;173346.652;387099.729;5.65126438445368;51.4726554328608;
Vlas;31;;;5721PL;Asten;Asten;Noord-Brabant;0743200000350852;woonfunctie;119;Verblijfsobject in gebruik;0743010000014026;VBO;f;0743100000013333;Pand in gebruik;2015;181279.708;379826.167;5.76490029089248;51.4069625651264;
Jacob Corneliszstraat;1;;;5831BZ;Boxmeer;Boxmeer;Noord-Brabant;0756200000006186;woonfunctie;92;Verblijfsobject in gebruik;0756010000006186;VBO;f;0756100000004944;Pand in gebruik;1973;193467;407084;5.94304227959086;51.6512643363517;
Flamingostraat;70;;;5912XK;Venlo;Venlo;Limburg;0983200000004262;woonfunctie;110;Verblijfsobject in gebruik;0983010000004262;VBO;f;0983100000007508;Pand in gebruik;1966;209184.626;374574.593;6.16512649839759;51.35777191702;
Jan van Broekhuizenstraat;5;;;5913RX;Venlo;Venlo;Limburg;0983200000021972;woonfunctie;159;Verblijfsobject in gebruik;0983010000021972;VBO;f;0983100000003522;Pand in gebruik;1992;210306.652;375404.94;6.18136371590682;51.3651264065091;Jan van Broekhuizenstr
Borneostraat;22;;;6045VX;Roermond;Roermond;Limburg;0957200000021910;woonfunctie;95;Verblijfsobject in gebruik;0957010000128662;VBO;f;0957100000257038;Pand in gebruik;1949;198119.723;354275.009;6.00381566532937;51.1762651264871;
Heuvelstraat;9;;;6051KS;Maasbracht;Maasgouw;Limburg;1641200001104475;woonfunctie;125;Verblijfsobject in gebruik;1641010001104476;VBO;f;1641100001082757;Pand in gebruik;1953;191092.867;350704.895;5.90297469173746;51.1446651264944;
Dirk Pollartdreef;5;;;6132TD;Sittard;Sittard-Geleen;Limburg;1883200000012440;woonfunctie;348;Verblijfsobject in gebruik;1883010000012440;VBO;f;1883100000002986;Pand in gebruik;1999;190947;333542;5.89917190651264;50.9904056933235;
Laathofstraat;41;;;6191GD;Beek;Beek;Limburg;0888200000037171;woonfunctie;142;Verblijfsobject in gebruik;0888010000001781;VBO;f;0888100000004891;Pand in gebruik;1975;184855.47;329299.82;5.81206512649221;50.9526254325199;
St. Martinusstraat;33;;;6245GD;Eijsden;Eijsden-Margraten;Limburg;0905200000112629;woonfunctie;115;Verblijfsobject in gebruik;0905010000002487;VBO;f;0905100000012669;Pand in gebruik;1974;177800;310263;5.7104651264496;50.7818349129548;
Leuvensbroek;1681;;;6546XX;Nijmegen;Nijmegen;Gelderland;0268200000056526;woonfunctie;94;Verblijfsobject in gebruik;0268010000040575;VBO;f;0268100000031685;Pand in gebruik;1989;182305.633;427215.323;5.7833515875695;51.8328651264493;
Bongerd;31;;;6581TJ;Malden;Heumen;Gelderland;0252200000017059;woonfunctie;120;Verblijfsobject in gebruik;0252010000010509;VBO;f;0252100000012629;Pand in gebruik;1978;187464.432;421444.104;5.85765126469542;51.7807160603554;
Pa Hoeklaan;51;Z;6;6651TE;Druten;Druten;Gelderland;0225200000009366;woonfunctie, gezondheidszorgfunctie;26;Verblijfsobject in gebruik;0225010000009353;VBO;f;0225100000014090;Pand in gebruik;2017;169486.073;433965.73;5.59765126486159;51.8940202432912;
Lijsterbeslaan;16;;;6706CE;Wageningen;Wageningen;Gelderland;0289200000008545;woonfunctie;190;Verblijfsobject in gebruik;0289010000008545;VBO;f;0289100000004744;Pand in gebruik;1950;175179.36;442622.519;5.68086903836686;51.9716512643239;
Simon Vestdijkstraat;40;;;6708NW;Wageningen;Wageningen;Gelderland;0289200000012826;woonfunctie;134;Verblijfsobject in gebruik;0289010000012826;VBO;f;0289100000000599;Pand in gebruik;1994;173139.893;444046.257;5.65126476331816;51.9845183625804;
Oude Kerkweg;23;;;6717JN;Ede;Ede;Gelderland;0228200000017750;woonfunctie;90;Verblijfsobject in gebruik;0228010000017750;VBO;f;0228100000026314;Pand in gebruik;1961;173921;448405;5.6628761651264;52.0236689132806;
Ir. Schaapstraat;16;;4;6823BZ;Arnhem;Arnhem;Gelderland;0202200000323861;woonfunctie;51;Verblijfsobject in gebruik;0202010000323862;VBO;f;0202100000214718;Pand in gebruik;1956;192720.694;446044.246;5.93651264371106;52.0014904653713;
President Kennedylaan;322;e;;6883AW;Velp;Rheden;Gelderland;0275200000166139;woonfunctie;49;Verblijfsobject in gebruik;0275010000113234;VBO;f;0275100000007943;Pand in gebruik;1974;195538.912;444472.978;5.9773651264036;51.9871694856605;
Populierenhoek;62;;;6903AZ;Zevenaar;Zevenaar;Gelderland;0299200000447809;woonfunctie;144;Verblijfsobject in gebruik;0299010000447810;VBO;f;0299100000416860;Pand in gebruik;1973;202547.937;438898.603;6.0786228846695;51.9365126450104;
Hof van Wenen;55;;;7007JN;Doetinchem;Doetinchem;Gelderland;0222200000651263;woonfunctie;135;Verblijfsobject in gebruik;0222010000651264;VBO;f;0222100000602047;Pand in gebruik;1997;215344.13;441108.96;6.26506896378042;51.9551360378148;
De Hangaarts;129;;;7041GP;'s-Heerenberg;Montferland;Gelderland;1955200000052518;woonfunctie;125;Verblijfsobject in gebruik;1955010000035112;VBO;f;1955100000023449;Pand in gebruik;1970;215166;432871;6.26103665126423;51.8811174973283;
Frans Halslaan;17;;;7242DV;Lochem;Lochem;Gelderland;0262200000011939;woonfunctie;96;Verblijfsobject in gebruik;0262010000011939;VBO;f;0262100000014401;Pand in gebruik;1966;224749.241;463827.857;6.40651264126589;52.1582078044185;
Hummeloseweg;5;B;;7255AE;Hengelo (Gld);Bronckhorst;Gelderland;1876200000014134;woonfunctie;90;Verblijfsobject in gebruik;1876010001014134;VBO;f;1876100000026493;Pand in gebruik;1994;218173.547;451311.367;6.30810749326103;52.0465126472447;
Adelaarslaan;52;;;7331GE;Apeldoorn;Apeldoorn;Gelderland;0200200000000736;woonfunctie;66;Verblijfsobject in gebruik;0200010000006021;VBO;f;0200100000950051;Pand in gebruik;1974;194508.577;468279.472;5.96512645895111;52.2012081312545;
Vermeerstraat;61;;;7412GG;Deventer;Deventer;Overijssel;0150200000040211;woonfunctie;71;Verblijfsobject in gebruik;0150010000009635;VBO;f;0150100000006047;Pand in gebruik;1948;206288;475401;6.13850016512644;52.2642410501231;
Laarmanskamp;50;;;7433AV;Schalkhaar;Deventer;Overijssel;0150200000045267;woonfunctie;101;Verblijfsobject in gebruik;0150010000019781;VBO;f;0150100000025595;Pand in gebruik;1965;209965;475539;6.19238051160959;52.2651264629703;
Merelstraat;45;;;7471GB;Goor;Hof van Twente;Overijssel;1735200000014155;woonfunctie;90;Verblijfsobject in gebruik;1735010000002099;VBO;f;1735100000018525;Pand in gebruik;1962;236221;473076;6.57634360557205;52.2397465126402;
Het Roombeekhofje;12;;;7523JL;Enschede;Enschede;Overijssel;0153200000387968;woonfunctie;120;Verblijfsobject in gebruik;0153010000387969;VBO;f;0153100000252993;Pand in gebruik;2011;257662.092;472393.159;6.88995835651264;52.2300337266316;
Pijlkruidlaan;16;;;7534JJ;Enschede;Enschede;Overijssel;0153200000420972;woonfunctie;98;Verblijfsobject in gebruik;0153010000420973;VBO;f;0153100000249468;Pand in gebruik;1998;261639.95;470549.693;6.94758487836193;52.2127147651264;
Boerskottenlaan;31;;;7574VB;Oldenzaal;Oldenzaal;Overijssel;0173200000171882;woonfunctie;151;Verblijfsobject in gebruik;0173010000171883;VBO;f;0173100000141486;Pand in gebruik;1932;260988;480975;6.94131832803496;52.3065126413474;
Knik;47;;;7591PX;Denekamp;Dinkelland;Overijssel;1774200000270350;woonfunctie;87;Verblijfsobject in gebruik;1774010000270351;VBO;f;1774100000252041;Pand in gebruik;1957;264481;489966;6.99544336512643;52.3866101941212;
Pollux;14;;;7904KN;Hoogeveen;Hoogeveen;Drenthe;0118200000256279;woonfunctie;124;Verblijfsobject in gebruik;0118010000010671;VBO;f;0118100000194100;Pand in gebruik;1971;231395;527169;6.5180725303526;52.7265126448466;
Brinkstraat;8;;;7981BD;Diever;Westerveld;Drenthe;1701200000219348;woonfunctie;164;Verblijfsobject in gebruik;1701010000219349;VBO;f;1701100000209649;Pand in gebruik;1930;217505;541181;6.31515365126404;52.8541963779543;
Gombertstraat;484;;;8031MN;Zwolle;Zwolle;Overijssel;0193200000035164;woonfunctie;58;Verblijfsobject in gebruik;0193010000035164;VBO;f;0193100000062590;Pand in gebruik;1972;202974.074;504287.466;6.09408959293195;52.5241414651264;
Schuilenburgstraat;40;;;8043WS;Zwolle;Zwolle;Overijssel;0193200000093064;woonfunctie;118;Verblijfsobject in gebruik;0193010000093020;VBO;f;0193100000065521;Pand in gebruik;2012;199489.461;505759.013;6.04294464855787;52.5376607651264;
Heuvelweg;33;;;8071XP;Nunspeet;Nunspeet;Gelderland;0302200000190011;woonfunctie;95;Verblijfsobject in gebruik;0302010000002364;VBO;f;0302100000113389;Pand in gebruik;1954;181116.331;487133.089;5.77069246512648;52.371452736692;
Ribesweg;14;;;8072GD;Nunspeet;Nunspeet;Gelderland;0302200000194935;woonfunctie;103;Verblijfsobject in gebruik;0302010000003460;VBO;f;0302100000103445;Pand in gebruik;1965;183034.386;488454.182;5.79896651264956;52.3832312451911;
Gerbrandystraat;118;;;8072WZ;Nunspeet;Nunspeet;Gelderland;0302200000189031;woonfunctie;123;Verblijfsobject in gebruik;0302010000005519;VBO;f;0302100000101583;Pand in gebruik;1972;183380.087;488741.693;5.80406826512649;52.3857974306426;
Dalmsholterweg;20;;;8147RB;Giethmen;Ommen;Overijssel;0175200000000788;woonfunctie, industriefunctie;155;Verblijfsobject in gebruik;0175010000003138;VBO;f;0175100000005941;Pand in gebruik;1950;222759;499720;6.38465126499895;52.4810021705616;
De Schans 10;21;;;8231KE;Lelystad;Lelystad;Flevoland;0995200000755804;woonfunctie, overige gebruiksfunctie;165;Verblijfsobject in gebruik;0995010000755805;VBO;f;0995100000716343;Pand in gebruik;1981;160918.334;503140.814;5.47439265126472;52.5159106080516;
Aambeeld;4;;;8253LW;Dronten;Dronten;Flevoland;0303200000651265;woonfunctie;107;Verblijfsobject in gebruik;0303010000651266;VBO;f;0303100000651264;Pand in gebruik;2017;175067.761;505614.324;5.68298666594455;52.5378038696684;
Munnikplaat;4;;;8321RJ;Urk;Urk;Flevoland;0184200000003020;woonfunctie;119;Verblijfsobject in gebruik;0184010000003248;VBO;f;0184100000004413;Pand in gebruik;1987;170640.366;519919.799;5.61840561138504;52.6665126401164;
Kloosterweg;47;;;8326CB;Sint Jansklooster;Steenwijkerland;Overijssel;1708200000006745;woonfunctie;126;Verblijfsobject in gebruik;1708010000003769;VBO;f;1708100000011161;Pand in gebruik;1906;196989;521394;6.00807044974996;52.6783651264003;
Jutte;80;;;8447AE;Heerenveen;Heerenveen;Friesland;0074200000401359;woonfunctie;97;Verblijfsobject in gebruik;0074010000401360;VBO;f;0074100000332729;Pand in gebruik;1984;190475.683;552578.823;5.91513764320892;52.9590651264355;
Zuiderveldstraat;29;;;8501KA;Joure;De Fryske Marren;Friesland;0051200001253380;woonfunctie;145;Verblijfsobject in gebruik;0051010001253381;VBO;f;0051100001229870;Pand in gebruik;1972;182649;552379;5.79865126404992;52.9577274498704;
Burg G H Mulierstraat;19;E;;8556AD;Sloten;De Fryske Marren;Friesland;0653200000162709;overige gebruiksfunctie;16;Verblijfsobject in gebruik;0653010000162710;VBO;f;0653100000148047;Pand in gebruik;2000;172769.738;545489.975;5.65126462155639;52.8962367954092;
Ubbo Emmiusstraat;5;b;;8602AW;Sneek;Súdwest-Fryslân;Friesland;0091200000048005;woonfunctie;87;Verblijfsobject in gebruik;0091010000028161;VBO;f;0091100000013716;Pand in gebruik;1988;172991;561101;5.65541532803176;53.036512646194;
Zuidvliet;344;;;8921ET;Leeuwarden;Leeuwarden;Friesland;0080200000413469;woonfunctie;63;Verblijfsobject in gebruik;0080010000413470;VBO;f;0080100000341696;Pand in gebruik;1980;183335.174;579639.935;5.81124862578745;53.2026512647359;
Mûnewei;13;;;9109NX;De Falom;Dantumadiel;Friesland;1891200001651263;woonfunctie;163;Verblijfsobject in gebruik;1891010001651264;VBO;f;1891100001637442;Pand in gebruik;1967;196221.857;586333.21;6.00495036903684;53.2619540263635;
Meinsmawei;20;;;9142DL;Moddergat;Noardeast-Fryslân;Friesland;0058200000234041;woonfunctie;96;Verblijfsobject in gebruik;0058010000234042;VBO;f;0058100000205988;Pand in gebruik;1914;201113.814;602009.98;6.08051865126498;53.4024048619479;
Zuiderdwarsvaart;25;a;;9203HW;Drachten;Smallingerland;Friesland;0090200000615483;kantoorfunctie;30;Verblijfsobject in gebruik;0090010000615484;VBO;f;0090100000594187;Pand in gebruik;1980;203351.64;569004.396;6.10918568658707;53.1056565126409;
Sydwende;32;;;9204KE;Drachten;Smallingerland;Friesland;0090200000651263;woonfunctie;284;Verblijfsobject in gebruik;0090010000651264;VBO;f;0090100000589631;Pand in gebruik;1977;200440.586;568610.692;6.06566601611146;53.102373084521;
Ferlinge Stasjonsstrjitte;38;;;9271CD;De Westereen;Dantumadiel;Friesland;1891200001642393;woonfunctie;123;Verblijfsobject in gebruik;1891010001642394;VBO;f;1891100001630284;Pand in gebruik;1986;198542.154;585828.796;6.03965126489713;53.2572379795415;Ferlinge Stasjonsstr
Swanneblom-strjitte;24;;;9288AC;Kootstertille;Achtkarspelen;Friesland;0059200000842505;woonfunctie;102;Verblijfsobject in gebruik;0059010000842506;VBO;f;0059100000818879;Pand in gebruik;1964;202285.3;580831.92;6.09499936512648;53.2120235342969;
Rosa Spierweg;16;;;9408EV;Assen;Assen;Drenthe;0106200000026251;woonfunctie;127;Verblijfsobject in gebruik;0106010000026251;VBO;f;0106100000020654;Pand in gebruik;2003;230152;557360;6.5066044651264;52.997955582647;
Veldweg;22;;818;9449PW;Nooitgedacht;Aa en Hunze;Drenthe;1680200000013545;logiesfunctie;82;Verblijfsobject in gebruik;1680010000012924;VBO;f;1680100000001741;Pand in gebruik;2006;241631.036;553671.148;6.67656512643979;52.9630907865413;
Grote Brink;42;;;9451BS;Rolde;Aa en Hunze;Drenthe;1680200000010446;woonfunctie;154;Verblijfsobject in gebruik;1680010000000840;VBO;f;1680100000004300;Pand in gebruik;1901;239889;556051;6.6512644926417;52.9847493341204;
Ericalaan;6;;;9471BS;Zuidlaren;Tynaarlo;Drenthe;1730200000021609;woonfunctie;72;Verblijfsobject in gebruik;1730010000019509;VBO;f;1730100000029913;Pand in gebruik;2016;241761.947;568655.997;6.68251829299085;53.0976966512645;
de Ruyterstraat;104;;;9601HB;Hoogezand;Midden-Groningen;Groningen;0018200000142770;woonfunctie;81;Verblijfsobject in gebruik;0018010000050800;VBO;f;0018100000127498;Pand in gebruik;2009;247048.664;576259.714;6.76359263161582;53.1651264344458;
Oeverpad;239;;;9613AL;Meerstad;Groningen;Groningen;0040200000404539;woonfunctie;143;Verblijfsobject in gebruik;0040010000027270;VBO;f;0040100000019656;Pand in gebruik;2011;239423.602;582585.854;6.65126422615328;53.2232138858225;
Einthovenlaan;37;;;9728LV;Groningen;Groningen;Groningen;0014200010893679;woonfunctie;218;Verblijfsobject in gebruik;0014010011083550;VBO;f;0014100010911545;Pand in gebruik;2007;232969.015;579504.816;6.55389410742505;53.1965126446232;
Meerweg;223;;;9752XC;Haren Gn;Groningen;Groningen;0017200000014325;woonfunctie;280;Verblijfsobject in gebruik;0017010000003003;VBO;f;0017100000004692;Pand in gebruik;1920;234414.948;575648.101;6.57457481126663;53.161651264885;
