,perceelid,perceeltype,huisnr,huisnr_bag_letter,huisnr_bag_toevoeging,bag_nummeraanduidingid,bag_adresseerbaarobjectid,lat,lon,rdx,rdy,oppervlakte,gebruiksdoel,reeksid
336515,337628,verblijfsobject,16,,2,363200000248285.0,363010000788975.0,52.34779359,4.90170871,121919.0,484542.0,56,woonfunctie,16096
336516,337629,verblijfsobject,16,,3,363200000248286.0,363010000788976.0,52.34779359,4.90170871,121919.0,484542.0,56,woonfunctie,16096
336517,337630,verblijfsobject,16,,H,363200000248283.0,363010000788973.0,52.34779359,4.90170871,121919.0,484542.0,58,woonfunctie,16096
336518,337631,verblijfsobject,18,,,363200000248291.0,363010000788981.0,52.3476858,4.90172457,121920.0,484530.0,571,industriefunctie,16096
336519,337632,verblijfsobject,20,,1,363200000248293.0,363010000788983.0,52.34755105,4.90174072,121921.0,484515.0,59,woonfunctie,16096
336520,337633,verblijfsobject,20,,2,363200000248294.0,363010000788984.0,52.34755105,4.90174072,121921.0,484515.0,56,woonfunctie,16096
336521,337634,verblijfsobject,20,,3,363200000248295.0,363010000788985.0,52.34755105,4.90174072,121921.0,484515.0,56,woonfunctie,16096
336522,337635,verblijfsobject,20,,H,363200000248292.0,363010000788982.0,52.34755105,4.90174072,121921.0,484515.0,58,woonfunctie,16096
336523,337636,verblijfsobject,22,,1,363200000248296.0,363010000788986.0,52.3474882,4.90175608,121922.0,484508.0,61,woonfunctie,16097
336524,337637,verblijfsobject,22,,2,363200000248297.0,363010000788987.0,52.3474882,4.90175608,121922.0,484508.0,61,woonfunctie,16097
336525,337638,verblijfsobject,22,,3,363200000248298.0,363010000788988.0,52.3474882,4.90175608,121922.0,484508.0,61,woonfunctie,16097
336526,337639,verblijfsobject,24,,,363200000248299.0,363010000788989.0,52.34744327,4.90175657,121922.0,484503.0,45,"woonfunctie,winkelfunctie",16097
336527,337640,verblijfsobject,26,,1,363200000248301.0,363010000788991.0,52.34739839,4.90177174,121923.0,484498.0,59,woonfunctie,16097
336528,337641,verblijfsobject,26,,2,363200000248302.0,363010000788992.0,52.34739839,4.90177174,121923.0,484498.0,65,woonfunctie,16097
336529,337642,verblijfsobject,26,,3,363200000248303.0,363010000788993.0,52.34739839,4.90177174,121923.0,484498.0,65,woonfunctie,16097
336530,337643,verblijfsobject,26,,H,363200000248300.0,363010000957071.0,52.34739839,4.90177174,121923.0,484498.0,1,woonfunctie,16097
336531,337644,verblijfsobject,28,,1,363200000248304.0,363010001003359.0,52.34718251,4.90173007,121920.0,484474.0,1,kantoorfunctie,16097
336532,337645,verblijfsobject,28,,2,363200000248305.0,363010000788994.0,52.34718251,4.90173007,121920.0,484474.0,42,woonfunctie,16097
336533,337646,verblijfsobject,28,,3,363200000248306.0,363010000788995.0,52.34718251,4.90173007,121920.0,484474.0,44,woonfunctie,16097
336534,337647,verblijfsobject,30,,1,363200000248307.0,363010000788996.0,52.34715549,4.90171569,121919.0,484471.0,48,woonfunctie,16097
336535,337648,verblijfsobject,30,,2,363200000248308.0,363010000788997.0,52.34715549,4.90171569,121919.0,484471.0,48,woonfunctie,16097
336536,337649,verblijfsobject,30,,3,363200000248309.0,363010000788998.0,52.34715549,4.90171569,121919.0,484471.0,48,woonfunctie,16097
336537,337650,verblijfsobject,32,,,363200000248310.0,363010000788999.0,52.34712853,4.90171599,121919.0,484468.0,42,"woonfunctie,kantoorfunctie",16097
336538,337651,verblijfsobject,34,,1,363200000248312.0,363010000789001.0,52.34709264,4.90173105,121920.0,484464.0,49,woonfunctie,16097
336539,337652,verblijfsobject,34,,2,363200000248313.0,363010000789002.0,52.34709264,4.90173105,121920.0,484464.0,49,woonfunctie,16097
336540,337653,verblijfsobject,34,,3,363200000248314.0,363010000789003.0,52.34709264,4.90173105,121920.0,484464.0,49,woonfunctie,16097
336541,337654,verblijfsobject,34,,H,363200000248311.0,363010000789000.0,52.34709264,4.90173105,121920.0,484464.0,96,industriefunctie,16097
336542,337655,verblijfsobject,36,,1,363200000248316.0,363010000789004.0,52.34701163,4.90170259,121918.0,484455.0,63,woonfunctie,16097
336543,337656,verblijfsobject,36,,2,363200000248317.0,363010000789005.0,52.34701163,4.90170259,121918.0,484455.0,63,woonfunctie,16097
336544,337657,verblijfsobject,36,,3,363200000248318.0,363010000789006.0,52.34701163,4.90170259,121918.0,484455.0,78,woonfunctie,16097
336545,337658,verblijfsobject,36,,H,363200000248315.0,363010000605108.0,52.34690372,4.90168909,121917.0,484443.0,46,"woonfunctie,winkelfunctie",16097
336546,337659,verblijfsobject,1,,,363200000067430.0,363010000605055.0,52.34626839,4.90237112,121963.0,484372.0,33,kantoorfunctie,16098
336547,337660,verblijfsobject,3,,,363200000067434.0,363010000605059.0,52.34627678,4.90222427,121953.0,484373.0,127,woonfunctie,16098
336548,337661,verblijfsobject,5,,1,363200000067438.0,363010000605062.0,52.3462854,4.90213613,121947.0,484374.0,96,woonfunctie,16098
336549,337662,verblijfsobject,5,,2,363200000067439.0,363010000605063.0,52.3462854,4.90213613,121947.0,484374.0,93,woonfunctie,16098
336550,337663,verblijfsobject,7,,2,363200000067443.0,363010000605067.0,52.34630308,4.90206255,121942.0,484376.0,118,woonfunctie,16098
336551,337664,verblijfsobject,7,,3,363200000067444.0,363010000605069.0,52.34630308,4.90206255,121942.0,484376.0,98,woonfunctie,16098
336552,337665,verblijfsobject,9,,,363200000067449.0,363010000605074.0,52.34630296,4.9020332,121940.0,484376.0,82,woonfunctie,16098
336553,337666,verblijfsobject,11,,,363200000067451.0,363010000605076.0,52.3463117,4.90197441,121936.0,484377.0,84,woonfunctie,16098
336554,337667,verblijfsobject,15,,,363200000067454.0,363010000605079.0,52.34631152,4.90193038,121933.0,484377.0,92,woonfunctie,16098
336555,337668,verblijfsobject,15,A,1,363200000067455.0,363010000605080.0,52.34631116,4.90184233,121927.0,484377.0,86,woonfunctie,16098
336556,337669,verblijfsobject,15,A,2,363200000067456.0,363010000605081.0,52.34631116,4.90184233,121927.0,484377.0,107,woonfunctie,16098
336557,337670,verblijfsobject,15,A,3,363200000067457.0,363010000605082.0,52.34631116,4.90184233,121927.0,484377.0,114,woonfunctie,16098
336558,337671,verblijfsobject,17,,1,363200000067460.0,363010000605084.0,52.34631092,4.90178363,121923.0,484377.0,86,woonfunctie,16098
336559,337672,verblijfsobject,17,,2,363200000067461.0,363010000605085.0,52.34631092,4.90178363,121923.0,484377.0,97,woonfunctie,16098
336560,337673,verblijfsobject,17,,3,363200000067462.0,363010000605086.0,52.34631092,4.90178363,121923.0,484377.0,114,woonfunctie,16098
336561,337674,verblijfsobject,17,A,,363200000067463.0,363010000605087.0,52.34631967,4.90172483,121919.0,484378.0,92,woonfunctie,16098
336562,337675,verblijfsobject,19,,,363200000067465.0,363010000605089.0,52.34631943,4.90166613,121915.0,484378.0,92,woonfunctie,16099
336563,337676,verblijfsobject,19,A,1,363200000067466.0,363010000605090.0,52.34632811,4.90159266,121910.0,484379.0,86,woonfunctie,16099
336564,337677,verblijfsobject,19,A,2,363200000067467.0,363010000605091.0,52.34632811,4.90159266,121910.0,484379.0,107,woonfunctie,16099
336565,337678,verblijfsobject,19,A,3,363200000067468.0,363010000605092.0,52.34632811,4.90159266,121910.0,484379.0,115,woonfunctie,16099
336566,337679,verblijfsobject,21,,1,363200000067470.0,363010000605094.0,52.34632781,4.90151928,121905.0,484379.0,86,woonfunctie,16099
336567,337680,verblijfsobject,21,,2,363200000067471.0,363010000605095.0,52.34632781,4.90151928,121905.0,484379.0,107,woonfunctie,16099
336568,337681,verblijfsobject,21,,3,363200000067472.0,363010000605096.0,52.34632781,4.90151928,121905.0,484379.0,114,woonfunctie,16099
336569,337682,verblijfsobject,21,A,,363200000067473.0,363010000605097.0,52.34633644,4.90143113,121899.0,484380.0,92,woonfunctie,16099
336570,337683,verblijfsobject,23,,,363200000067475.0,363010000605099.0,52.34634518,4.90137234,121895.0,484381.0,92,woonfunctie,16099
336571,337684,verblijfsobject,23,A,1,363200000067476.0,363010000605100.0,52.34634488,4.90129896,121890.0,484381.0,86,woonfunctie,16099
336572,337685,verblijfsobject,23,A,2,363200000067477.0,363010000605101.0,52.34634488,4.90129896,121890.0,484381.0,107,woonfunctie,16099
336573,337686,verblijfsobject,23,A,3,363200000067478.0,363010000605102.0,52.34634488,4.90129896,121890.0,484381.0,114,woonfunctie,16099
336574,337687,verblijfsobject,25,,1,363200000067480.0,363010000605104.0,52.34634458,4.90122558,121885.0,484381.0,84,woonfunctie,16099
336575,337688,verblijfsobject,25,,2,363200000067481.0,363010000605105.0,52.34634458,4.90122558,121885.0,484381.0,107,woonfunctie,16099
336576,337689,verblijfsobject,25,,3,363200000067482.0,363010000605106.0,52.34634458,4.90122558,121885.0,484381.0,114,woonfunctie,16099
336577,337690,verblijfsobject,25,A,,363200000067483.0,363010000605107.0,52.34635333,4.90116679,121881.0,484382.0,92,woonfunctie,16099
336578,337691,verblijfsobject,27,,,363200000067485.0,363010000605109.0,52.34635309,4.90110809,121877.0,484382.0,92,woonfunctie,16100
336579,337692,verblijfsobject,27,A,1,363200000067486.0,363010000605110.0,52.34636171,4.90101994,121871.0,484383.0,86,woonfunctie,16100
336580,337693,verblijfsobject,27,A,2,363200000067487.0,363010000605111.0,52.34636171,4.90101994,121871.0,484383.0,107,woonfunctie,16100
336581,337694,verblijfsobject,27,A,3,363200000067488.0,363010000605112.0,52.34636171,4.90101994,121871.0,484383.0,118,woonfunctie,16100
336582,337695,verblijfsobject,29,,1,363200000067492.0,363010000605116.0,52.34636147,4.90096124,121867.0,484383.0,86,woonfunctie,16100
336583,337696,verblijfsobject,29,,2,363200000067493.0,363010000605117.0,52.34636147,4.90096124,121867.0,484383.0,107,woonfunctie,16100
336584,337697,verblijfsobject,29,,3,363200000067494.0,363010000605118.0,52.34636147,4.90096124,121867.0,484383.0,114,woonfunctie,16100
336585,337698,verblijfsobject,29,A,,363200000067495.0,363010000605119.0,52.3463701,4.90087309,121861.0,484384.0,92,woonfunctie,16100
336586,337699,verblijfsobject,31,,,363200000067500.0,363010000605123.0,52.34636093,4.90082916,121858.0,484383.0,92,woonfunctie,16100
336587,337700,verblijfsobject,31,A,1,363200000067501.0,363010000605124.0,52.34637848,4.90072624,121851.0,484385.0,86,woonfunctie,16100
336588,337701,verblijfsobject,31,A,2,363200000067502.0,363010000605125.0,52.34637848,4.90072624,121851.0,484385.0,107,woonfunctie,16100
336589,337702,verblijfsobject,31,A,3,363200000067503.0,363010000605126.0,52.34637848,4.90072624,121851.0,484385.0,114,woonfunctie,16100
336590,337703,verblijfsobject,33,,1,363200000067508.0,363010000605132.0,52.34635134,4.90068251,121848.0,484382.0,86,woonfunctie,16100
336591,337704,verblijfsobject,33,,2,363200000067509.0,363010000605133.0,52.34635134,4.90068251,121848.0,484382.0,107,woonfunctie,16100
336592,337705,verblijfsobject,33,,3,363200000067510.0,363010000605134.0,52.34635134,4.90068251,121848.0,484382.0,114,woonfunctie,16100
336593,337706,verblijfsobject,33,A,,363200000067511.0,363010000605135.0,52.34638692,4.90059406,121842.0,484386.0,92,woonfunctie,16100
336594,337707,verblijfsobject,35,,,363200000067516.0,363010000605140.0,52.34635972,4.90053566,121838.0,484383.0,92,woonfunctie,16101
336595,337708,verblijfsobject,35,A,1,363200000067517.0,363010000605141.0,52.34638644,4.90047666,121834.0,484386.0,85,woonfunctie,16101
336596,337709,verblijfsobject,35,A,2,363200000067518.0,363010000605142.0,52.34638644,4.90047666,121834.0,484386.0,107,woonfunctie,16101
336597,337710,verblijfsobject,35,A,3,363200000067519.0,363010000605143.0,52.34638644,4.90047666,121834.0,484386.0,114,woonfunctie,16101
336598,337711,verblijfsobject,37,,1,363200000067524.0,363010000605148.0,52.34636811,4.90038881,121828.0,484384.0,86,woonfunctie,16101
336599,337712,verblijfsobject,37,,2,363200000067525.0,363010000605149.0,52.34636811,4.90038881,121828.0,484384.0,87,woonfunctie,16101
336600,337713,verblijfsobject,37,,3,363200000067526.0,363010000605150.0,52.34636811,4.90038881,121828.0,484384.0,114,woonfunctie,16101
336601,337714,verblijfsobject,37,A,,363200000067527.0,363010000605151.0,52.34636792,4.90034479,121825.0,484384.0,90,woonfunctie,16101
336602,337715,verblijfsobject,39,,,363200000067532.0,363010000605156.0,52.34638542,4.90022719,121817.0,484386.0,133,kantoorfunctie,16101
336603,337716,verblijfsobject,41,B,,363200000443428.0,363010000864203.0,52.34642782,4.89961034,121775.0,484391.0,99,woonfunctie,16101
336604,337717,verblijfsobject,41,C,,363200000443429.0,363010000864204.0,52.34641883,4.89961044,121775.0,484390.0,99,woonfunctie,16101
336605,337718,verblijfsobject,41,D,,363200000443430.0,363010000864205.0,52.34641883,4.89961044,121775.0,484390.0,145,woonfunctie,16101
336606,337719,verblijfsobject,43,A,,363200012064175.0,363010012064039.0,52.34643111,4.89949578,121767.196,484391.419,74,gezondheidszorgfunctie,16101
336607,337720,verblijfsobject,43,B,,363200000067547.0,363010000605166.0,52.34642727,4.89947827,121766.0,484391.0,74,woonfunctie,16101
336608,337721,verblijfsobject,43,C,,363200000413837.0,363010000605167.0,52.34642727,4.89947827,121766.0,484391.0,73,woonfunctie,16101
336609,337722,verblijfsobject,43,D,,363200000413839.0,363010000605168.0,52.34642727,4.89947827,121766.0,484391.0,74,woonfunctie,16101
336610,337723,verblijfsobject,43,E,,363200000440086.0,363010000548399.0,52.3464184,4.89950771,121768.0,484390.0,1,woonfunctie,16101
336611,337724,verblijfsobject,45,A,,363200012064176.0,363010012064040.0,52.34643278,4.89937989,121759.301,484391.658,72,woonfunctie,16101
336612,337725,verblijfsobject,45,B,,363200000067559.0,363010000605174.0,52.34643577,4.89936077,121758.0,484392.0,72,woonfunctie,16101
336613,337726,verblijfsobject,45,C,,363200000067561.0,363010000605175.0,52.34643577,4.89936077,121758.0,484392.0,72,woonfunctie,16101
336614,337727,verblijfsobject,45,D,,363200000067563.0,363010000605176.0,52.34643577,4.89936077,121758.0,484392.0,72,woonfunctie,16101
336615,337728,verblijfsobject,47,A,,363200000067569.0,363010000605181.0,52.34643535,4.89925804,121751.0,484392.0,89,woonfunctie,16102
336616,337729,verblijfsobject,47,B,,363200000067571.0,363010000605182.0,52.34643535,4.89925804,121751.0,484392.0,84,woonfunctie,16102
336617,337730,verblijfsobject,47,C,,363200000067573.0,363010000605183.0,52.34643535,4.89925804,121751.0,484392.0,84,woonfunctie,16102
336618,337731,verblijfsobject,47,D,,363200000067575.0,363010000605184.0,52.34643535,4.89925804,121751.0,484392.0,85,woonfunctie,16102
336619,337732,verblijfsobject,49,A,,363200000067581.0,363010000605189.0,52.34643475,4.89911129,121741.0,484392.0,81,woonfunctie,16102
336620,337733,verblijfsobject,49,B,,363200000067583.0,363010000605190.0,52.34643475,4.89911129,121741.0,484392.0,78,woonfunctie,16102
336621,337734,verblijfsobject,49,C,,363200000067585.0,363010000605193.0,52.34643475,4.89911129,121741.0,484392.0,85,woonfunctie,16102
336622,337735,verblijfsobject,49,D,,363200000067587.0,363010000605194.0,52.34643475,4.89911129,121741.0,484392.0,85,woonfunctie,16102
336623,337736,verblijfsobject,51,A,,363200000067593.0,363010000605199.0,52.34643414,4.89896454,121731.0,484392.0,81,woonfunctie,16102
336624,337737,verblijfsobject,51,B,,363200000067595.0,363010000605200.0,52.34643414,4.89896454,121731.0,484392.0,85,woonfunctie,16102
336625,337738,verblijfsobject,51,C,,363200000067597.0,363010000605201.0,52.34643414,4.89896454,121731.0,484392.0,85,woonfunctie,16102
336626,337739,verblijfsobject,51,D,,363200000067599.0,363010000605202.0,52.34643414,4.89896454,121731.0,484392.0,85,woonfunctie,16102
336627,337740,verblijfsobject,53,A,,363200000067604.0,363010000605206.0,52.34645145,4.89880292,121720.0,484394.0,81,woonfunctie,16102
336628,337741,verblijfsobject,53,B,,363200000067606.0,363010000605207.0,52.34645145,4.89880292,121720.0,484394.0,85,woonfunctie,16102
336629,337742,verblijfsobject,53,C,,363200000067608.0,363010000605208.0,52.34645145,4.89880292,121720.0,484394.0,85,woonfunctie,16102
336630,337743,verblijfsobject,53,D,,363200000067610.0,363010000605209.0,52.34645145,4.89880292,121720.0,484394.0,85,woonfunctie,16102
336631,337744,verblijfsobject,55,A,,363200000067613.0,363010000605211.0,52.34645078,4.89864149,121709.0,484394.0,81,woonfunctie,16102
336632,337745,verblijfsobject,55,B,,363200000067615.0,363010000605212.0,52.34645078,4.89864149,121709.0,484394.0,85,woonfunctie,16102
336633,337746,verblijfsobject,55,C,,363200000067617.0,363010000605213.0,52.34645078,4.89864149,121709.0,484394.0,85,woonfunctie,16102
336634,337747,verblijfsobject,55,D,,363200000067619.0,363010000605214.0,52.34645078,4.89864149,121709.0,484394.0,85,woonfunctie,16102
336635,337748,verblijfsobject,57,A,,363200000067622.0,363010000605216.0,52.34645036,4.89853876,121702.0,484394.0,81,woonfunctie,16102
336636,337749,verblijfsobject,57,B,,363200000067624.0,363010000605217.0,52.34645036,4.89853876,121702.0,484394.0,72,woonfunctie,16102
336637,337750,verblijfsobject,57,C,,363200000067626.0,363010000605218.0,52.34645036,4.89853876,121702.0,484394.0,85,woonfunctie,16102
336638,337751,verblijfsobject,57,D,,363200000067628.0,363010000605219.0,52.34645036,4.89853876,121702.0,484394.0,129,woonfunctie,16102
336639,337752,verblijfsobject,59,A,,363200000067634.0,363010000605224.0,52.34644981,4.89840669,121693.0,484394.0,81,woonfunctie,16103
336640,337753,verblijfsobject,59,B,,363200000067636.0,363010000605225.0,52.34644981,4.89840669,121693.0,484394.0,85,woonfunctie,16103
336641,337754,verblijfsobject,59,C,,363200000067638.0,363010000605226.0,52.34644981,4.89840669,121693.0,484394.0,81,woonfunctie,16103
336642,337755,verblijfsobject,59,D,,363200000067640.0,363010000605227.0,52.34644981,4.89840669,121693.0,484394.0,85,woonfunctie,16103
336643,337756,verblijfsobject,61,A,,363200000067646.0,363010000605232.0,52.34645813,4.89824516,121682.0,484395.0,81,woonfunctie,16103
336644,337757,verblijfsobject,61,B,,363200000067648.0,363010000605233.0,52.34645813,4.89824516,121682.0,484395.0,85,woonfunctie,16103
336645,337758,verblijfsobject,61,C,,363200000067650.0,363010000605234.0,52.34645813,4.89824516,121682.0,484395.0,85,woonfunctie,16103
336646,337759,verblijfsobject,61,D,,363200000067652.0,363010000605235.0,52.34645813,4.89824516,121682.0,484395.0,85,woonfunctie,16103
336647,337760,verblijfsobject,63,A,,363200000067658.0,363010000605240.0,52.3464667,4.89814234,121675.0,484396.0,75,woonfunctie,16103
336648,337761,verblijfsobject,63,B,,363200000067660.0,363010000605241.0,52.3464667,4.89814234,121675.0,484396.0,94,woonfunctie,16103
336649,337762,verblijfsobject,63,C,,363200000067662.0,363010000605242.0,52.3464667,4.89814234,121675.0,484396.0,88,woonfunctie,16103
