,BuurtCode,InwonersTotaal,Leeftijd 0-15,% Leeftijd 0-15,Leeftijd 65+,% Leeftijd 65+,GemiddeldeHuishoudensgrootte,Bevolkingsdichtheid
435,BU03637502,1805,275,15.23545706371191,170,9.418282548476455,     2.0,   25504
436,BU03637503,995,175,17.587939698492463,110,11.055276381909549,     2.0,   22220
438,BU03637600,6395,1305,20.40656763096169,675,10.55512118842846,     2.1,    9390
439,BU03637601,2820,510,18.085106382978726,250,8.865248226950355,     2.1,    9995
441,BU03637700,3405,560,16.44640234948605,460,13.509544787077827,     1.7,    8407
442,BU03637701,3390,565,16.666666666666664,375,11.061946902654867,     1.9,    9779
443,BU03637702,3455,565,16.35311143270622,470,13.603473227206948,     2.1,   10103
444,BU03637703,3570,750,21.008403361344538,345,9.663865546218489,     2.4,   15890
445,BU03637704,80,15,18.75,0,0.0,     1.9,     136
446,BU03637705,3885,830,21.364221364221365,425,10.939510939510939,     2.3,   12497
448,BU03637800,3030,650,21.45214521452145,315,10.396039603960396,     2.3,   11529
449,BU03637801,2810,680,24.199288256227756,375,13.345195729537366,     2.6,    9904
450,BU03637802,4205,890,21.16527942925089,385,9.155766944114148,     2.3,   16844
451,BU03637803,5990,1320,22.036727879799667,665,11.101836393989984,     2.4,   14928
452,BU03637804,300,40,13.333333333333334,15,5.0,     1.7,    2475
454,BU03637900,25,0,0.0,10,40.0,     2.0,      15
455,BU03637901,2415,440,18.219461697722565,405,16.77018633540373,     2.4,    7824
457,BU03638000,350,65,18.571428571428573,10,2.857142857142857,     1.1,     505
458,BU03638001,765,105,13.725490196078432,170,22.22222222222222,     2.2,     312
459,BU03638002,65,10,15.384615384615385,10,15.384615384615385,     1.9,      31
461,BU03638100,4940,930,18.82591093117409,950,19.230769230769234,     2.0,   15663
462,BU03638101,3145,460,14.626391096979333,585,18.60095389507154,     1.9,   15121
463,BU03638102,3810,655,17.191601049868765,430,11.286089238845145,     2.0,   12666
464,BU03638103,1235,170,13.765182186234817,240,19.4331983805668,     1.8,    4678
465,BU03638104,4010,495,12.344139650872817,895,22.31920199501247,     1.7,    8237
467,BU03638200,2580,460,17.829457364341085,525,20.348837209302324,     2.2,   12243
468,BU03638201,3440,840,24.418604651162788,370,10.755813953488373,     2.2,   14433
469,BU03638202,3165,605,19.11532385466035,435,13.744075829383887,     2.2,   13681
470,BU03638203,6190,1135,18.336025848142164,475,7.673667205169628,     2.1,   17612
472,BU03638300,6060,1100,18.151815181518153,810,13.366336633663368,     2.1,   12633
473,BU03638301,105,0,0.0,15,14.285714285714285,     1.2,     898
475,BU03638400,3895,820,21.052631578947366,680,17.458279845956355,     2.3,   11594
476,BU03638401,4505,680,15.09433962264151,600,13.318534961154274,     2.4,    8693
477,BU03638402,5885,935,15.887850467289718,645,10.960067969413764,     2.5,    8997
479,BU03638500,2460,320,13.008130081300814,570,23.170731707317074,     2.1,    6860
480,BU03638501,2265,445,19.646799116997794,405,17.880794701986755,     2.1,    5132
481,BU03638502,3355,700,20.864381520119224,285,8.49478390461997,     2.1,   10862
483,BU03638600,6210,1220,19.645732689210952,495,7.971014492753622,     2.4,   18475
484,BU03638601,4405,665,15.096481271282633,325,7.377979568671964,     1.9,   14697
485,BU03638602,975,70,7.179487179487179,75,7.6923076923076925,     1.3,    3502
486,BU03638603,840,75,8.928571428571429,85,10.119047619047619,     1.6,    3080
487,BU03638604,715,140,19.58041958041958,90,12.587412587412588,     2.6,    8319
488,BU03638605,1180,20,1.694915254237288,0,0.0,     1.1,    6563
490,BU03638700,2830,230,8.12720848056537,190,6.713780918727916,     1.6,   11540
491,BU03638701,1250,250,20.0,140,11.200000000000001,     2.2,    8670
492,BU03638702,1555,235,15.112540192926044,140,9.003215434083602,     1.7,    9090
493,BU03638703,3950,490,12.40506329113924,325,8.227848101265822,     1.6,   12249
494,BU03638704,570,25,4.385964912280701,0,0.0,     1.1,    1373
495,BU03638705,1230,25,2.0325203252032518,5,0.40650406504065045,     1.2,   10925
497,BU03638800,135,10,7.4074074074074066,0,0.0,     1.5,     220
498,BU03638801,1000,140,14.000000000000002,200,20.0,     2.2,    8851
499,BU03638802,170,20,11.76470588235294,10,5.88235294117647,     1.6,     131
500,BU03638803,295,65,22.033898305084744,60,20.33898305084746,     2.4,     379
501,BU03638804,3105,500,16.10305958132045,485,15.619967793880837,     2.4,    8991
502,BU03638805,3180,470,14.779874213836477,650,20.440251572327046,     2.2,    7259
503,BU03638806,1115,80,7.174887892376682,330,29.596412556053814,     1.7,   13487
504,BU03638807,2270,330,14.537444933920703,245,10.79295154185022,     2.5,   10539
505,BU03638808,2160,400,18.51851851851852,235,10.87962962962963,     2.3,    9499
506,BU03638809,695,85,12.23021582733813,140,20.14388489208633,     2.1,    1283
508,BU03638900,3225,495,15.348837209302326,620,19.224806201550386,     1.9,    9004
509,BU03638901,3585,555,15.481171548117153,430,11.994421199442119,     1.8,   12161
510,BU03638902,3115,695,22.31139646869984,365,11.717495987158909,     2.4,   10200
511,BU03638903,795,50,6.289308176100629,55,6.918238993710692,     1.2,    2752
513,BU03639000,4575,485,10.601092896174864,1110,24.262295081967213,     1.7,   10045
514,BU03639002,3835,580,15.123859191655804,500,13.03780964797914,     1.8,    7632
515,BU03639003,4075,575,14.11042944785276,1160,28.46625766871166,     1.8,    5842
516,BU03639004,65,5,7.6923076923076925,15,23.076923076923077,     1.9,      90
517,BU03639008,980,125,12.755102040816327,315,32.142857142857146,     1.9,    4057
518,BU03639009,20,5,25.0,0,0.0,     1.3,     111
520,BU03639100,755,85,11.258278145695364,275,36.423841059602644,     1.7,    5734
521,BU03639101,3260,400,12.269938650306749,910,27.914110429447852,     1.7,   11317
522,BU03639102,3935,480,12.198221092757306,915,23.252858958068614,     1.7,    6466
523,BU03639103,10,0,0.0,5,50.0,     1.8,      22
525,BU03639200,10,0,0.0,0,0.0,     1.0,      38
526,BU03639201,60,5,8.333333333333332,0,0.0,     1.1,      80
527,BU03639202,20,0,0.0,0,0.0,     1.1,      25
528,BU03639203,1345,5,0.37174721189591076,0,0.0,     1.1,    3863
529,BU03639204,5,0,0.0,5,100.0,     1.3,       .
530,BU03639205,25,0,0.0,5,20.0,     1.0,      37
531,BU03639206,140,15,10.714285714285714,10,7.142857142857142,     1.2,      98
533,BU03639300,5065,690,13.622902270483712,685,13.524185587364265,     1.7,   10169
534,BU03639301,3430,485,14.139941690962099,295,8.60058309037901,     1.7,   10657
535,BU03639302,1910,125,6.544502617801047,35,1.832460732984293,     1.2,    7156
536,BU03639303,4395,760,17.29237770193402,225,5.1194539249146755,     2.0,   19848
537,BU03639304,1395,160,11.469534050179211,180,12.903225806451612,     1.5,    3273
538,BU03639305,1890,265,14.02116402116402,75,3.968253968253968,     1.6,    9279
539,BU03639306,3050,560,18.360655737704917,300,9.836065573770492,     1.9,   15565
540,BU03639307,2515,490,19.4831013916501,155,6.163021868787276,     2.0,    9459
541,BU03639308,205,30,14.634146341463413,55,26.82926829268293,     2.2,    1860
542,BU03639309,695,105,15.107913669064748,110,15.827338129496402,     2.3,   10036
543,BU03639310,0,0,,0,,       .,       .
545,BU03639400,2215,545,24.604966139954854,45,2.0316027088036117,     2.5,    7239
546,BU03639401,3655,475,12.99589603283174,425,11.627906976744185,     1.9,    9031
547,BU03639402,2285,370,16.192560175054705,450,19.693654266958426,     1.8,   16165
548,BU03639403,2870,450,15.6794425087108,520,18.118466898954704,     1.7,   13617
549,BU03639404,1015,180,17.733990147783253,165,16.25615763546798,     2.2,    4961
550,BU03639405,2370,430,18.143459915611814,160,6.751054852320674,     1.8,   14785
551,BU03639406,1370,350,25.547445255474454,45,3.2846715328467155,     2.4,    7636
552,BU03639407,1430,265,18.53146853146853,105,7.3426573426573425,     2.3,    9250
553,BU03639408,1730,335,19.36416184971098,115,6.6473988439306355,     2.2,   14400
554,BU03639409,3145,265,8.426073131955485,980,31.160572337042925,     1.6,    3629
555,BU03639410,2240,305,13.616071428571427,495,22.098214285714285,     1.8,    4529
556,BU03639411,650,185,28.46153846153846,5,0.7692307692307693,     2.5,    4712
557,BU03639412,1775,320,18.028169014084508,125,7.042253521126761,     1.7,   22265
558,BU03639413,3075,560,18.211382113821138,255,8.292682926829269,     1.9,   12787
560,BU03639500,3010,380,12.624584717607974,645,21.428571428571427,     1.7,    4356
561,BU03639501,20,0,0.0,0,0.0,     2.1,      29
562,BU03639502,35,5,14.285714285714285,10,28.57142857142857,     2.1,      45
564,BU03639600,2850,615,21.578947368421055,520,18.24561403508772,     2.0,    8136
565,BU03639601,4245,865,20.376914016489987,530,12.48527679623086,     2.1,   11492
566,BU03639602,2505,370,14.770459081836327,710,28.343313373253494,     2.1,    4002
567,BU03639603,1995,280,14.035087719298245,225,11.278195488721805,     1.8,    8360
568,BU03639604,1535,185,12.052117263843648,275,17.91530944625407,     1.6,    8383
569,BU03639605,2440,355,14.549180327868852,450,18.442622950819672,     1.9,    9945
570,BU03639606,2535,405,15.976331360946746,515,20.315581854043394,     2.1,    4365
572,BU03639700,2960,475,16.0472972972973,425,14.358108108108109,     1.7,    9704
573,BU03639701,1665,310,18.61861861861862,125,7.5075075075075075,     1.9,    9544
574,BU03639702,3245,450,13.86748844375963,660,20.33898305084746,     2.3,    5109
575,BU03639703,3355,510,15.201192250372578,630,18.7779433681073,     2.0,    4676
577,BU03639800,1480,265,17.905405405405407,275,18.58108108108108,     2.3,    5099
578,BU03639801,140,45,32.142857142857146,10,7.142857142857142,     3.5,      98
