,BuurtCode,Neighborhood,TotalResidents,Age 0-15,% age 0-15,Age 65+,%Age 65+,AverageSizeofHoushold,Population Density,Building year before 2000,Building year after 2000,woning,horeca,winkel,bedrijf_en_kantoor,kerk_en_gebedsruimte,cultuur_en_musea,medisch,bejaardenhuis_tehuis_en_bijzondere_woonfunctie,kinderdagverblijf_en_basisschool,middelbaar_en_speciaal_onderwijs,beroeps_en_wetenschappelijk_onderwijs,garage_en_parkeerplaats,nr_of_rent,nr_of_possession,avg_construction_year,time_of_change,nr_of_tussengebouw,nr_of_hoekgebouw,nr_of_vrijstaandgebouw,nr_of_half_vrijstaandgebouw,nr_of_kopgebouw,nr_of_situation_anders,avg_nr_of_accomodations_in_building,avg_nr_of_res_accomodations_in_building,floorsize_accomodation,nr_of_monuments,incident,nr_of_inspections_within_timeline,nr_of_inspections_with_observation,nr_of_inspections_without_observation,industrie,sport,x,y,lon,lat,gem_gas_woning,gem_gas_woning_cor,gem_elektriciteit_woning,gem_gas_bedrijf,gem_elektriciteit_bedrijf,potent_pand_asbest,gebouwen_gebruik_gas,meer_reg_woning,meer_reg_industrie,hoge_gas_verbruik,hoge_asbest_buurt,hoge_dichtheid_buurt,industrie_buurt,industriegebied,env_effect,Supermarkt,Verzorghuizen,Museum
116,BU03632002,Cremerbuurt Oost,2305.0,265.0,11.496746203904555,165.0,7.158351409978309,     1.7,   34293,100,0,366.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,139.0,2298.0,31/12/9999,347.0,42.0,0.0,0.0,0.0,0.0,7.0,3.0,64.0,0.0,5.0,10.0,2.0,8.0,18.0,1.0,119493.70463700069,486147.3239642607,4.865944287925719,52.36206765522776,791.0,917.0,1922.0,190.0,1615.0,0.0,1427.0,1363.0,10.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0
117,BU03632100,Cremerbuurt West,5695.0,565.0,9.920983318700614,470.0,8.252853380158033,     1.6,   28953,100,0,1002.0,18.0,60.0,29.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,758.0,278.0,2055.0,31/12/9999,889.0,227.0,4.0,1.0,0.0,14.0,10.0,5.0,92.0,25.0,16.0,30.0,18.0,12.0,41.0,1.0,119140.78302546551,485996.7354520811,4.860779427308324,52.36069132882257,805.0,934.0,1862.0,205.0,2225.0,0.0,3652.0,3418.0,25.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,,5.0
118,BU03632101,Vondelparkbuurt West,2220.0,250.0,11.26126126126126,300.0,13.513513513513514,     1.7,   21974,98,2,341.0,9.0,24.0,28.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,3.0,269.0,110.0,2266.0,31/12/9999,339.0,49.0,7.0,0.0,0.0,27.0,20.0,10.0,151.0,47.0,4.0,36.0,17.0,19.0,11.0,2.0,119071.08348082595,485721.71867772855,4.859785641681416,52.35821511772862,931.0,1081.0,2167.0,733.0,5945.0,62.0,1356.0,1242.0,7.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,,5.0
119,BU03632200,Vondelparkbuurt Oost,860.0,90.0,10.465116279069768,145.0,16.86046511627907,     1.7,    6871,100,0,130.0,18.0,12.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70.0,2104.0,31/12/9999,124.0,49.0,8.0,0.0,0.0,2.0,15.0,7.0,277.0,24.0,3.0,78.0,32.0,46.0,4.0,1.0,120264.49841911763,486156.6091397058,4.877258754808824,52.36220037319118,1222.0,1418.0,2729.0,11704.0,28396.0,6.0,676.0,515.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,,,
120,BU03632201,Vondelparkbuurt Midden,910.0,105.0,11.538461538461538,200.0,21.978021978021975,     1.8,    9990,100,0,116.0,6.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,32.0,2843.0,31/12/9999,104.0,31.0,2.0,0.0,0.0,0.0,12.0,6.0,143.0,13.0,3.0,13.0,10.0,3.0,6.0,2.0,119772.35694291338,486016.9005059055,4.870048659251969,52.36091341769685,1194.0,1387.0,2544.0,2026.0,20417.0,0.0,504.0,458.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,
121,BU03632300,Zuidas Noord,435.0,65.0,14.942528735632186,20.0,4.597701149425287,     1.8,     548,1,99,56.0,3.0,17.0,333.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,240.0,4.0,1993.0,31/12/9999,0.0,295.0,54.0,38.0,3.0,25.0,198.0,104.0,715.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,119808.6353070707,483745.7985191919,4.870818655838384,52.34050457315152,3.0,4.0,457.0,9621.0,35348.0,108.0,193.0,176.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,,,
122,BU03632301,RAI,0.0,0.0,,0.0,,     1.0,       .,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1975.0,31/12/9999,0.0,8.0,8.0,0.0,4.0,0.0,7.0,2.0,4515.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,121075.25446428572,483801.4303928572,4.889398312142857,52.34108429607143,703.0,816.0,1353.0,3880.0,7962.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
123,BU03632302,VU-kwartier,115.0,20.0,17.391304347826086,10.0,8.695652173913043,     1.4,     262,97,3,6.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,10.0,1972.0,31/12/9999,1.0,9.0,9.0,3.0,0.0,5.0,13.0,7.0,6265.0,0.0,0.0,8.0,2.0,6.0,4.0,2.0,119369.16595702006,483247.7225759312,4.864423126676218,52.33599996684814,179.0,208.0,455.0,0.0,318294.0,29.0,45.0,246.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,,,
124,BU03632303,Zuidas Zuid,2425.0,305.0,12.577319587628866,125.0,5.154639175257731,     1.7,   11200,0,100,1172.0,27.0,33.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,728.0,95.0,1987.0,31/12/9999,25.0,363.0,211.0,0.0,0.0,789.0,175.0,88.0,662.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,119923.43415257629,483287.91089794895,4.872550860755378,52.33639681472736,3.0,3.0,2695.0,0.0,45204.0,0.0,577.0,1576.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
125,BU03632304,Vivaldi,945.0,40.0,4.232804232804233,5.0,0.5291005291005291,     1.1,    3260,0,100,175.0,2.0,1.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,150.0,23.0,1979.0,31/12/9999,4.0,116.0,29.0,0.0,0.0,104.0,367.0,196.0,713.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,120621.80780583336,483233.8615858333,4.882802691508333,52.3359551589,3.0,3.0,1151.0,237.0,383325.0,29.0,101.0,1082.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,
126,BU03632400,Hemonybuurt,2585.0,275.0,10.638297872340424,220.0,8.51063829787234,     1.6,   22123,99,1,476.0,31.0,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,347.0,164.0,2140.0,31/12/9999,482.0,75.0,1.0,0.0,0.0,6.0,8.0,4.0,107.0,41.0,4.0,52.0,24.0,28.0,33.0,0.0,121953.89961719672,485528.76222084806,4.902121356902238,52.35666194987044,881.0,1022.0,2120.0,642.0,4147.0,7.0,1698.0,1539.0,17.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0
127,BU03632401,Gerard Doubuurt,1910.0,150.0,7.853403141361256,230.0,12.041884816753926,     1.5,   19298,97,3,410.0,11.0,32.0,24.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,326.0,112.0,2338.0,31/12/9999,319.0,142.0,2.0,0.0,0.0,17.0,23.0,12.0,101.0,53.0,11.0,22.0,2.0,20.0,25.0,0.0,121366.4777118984,485544.06183355616,4.89349739053476,52.35676379819518,727.0,843.0,1761.0,1405.0,10857.0,1.0,1485.0,1345.0,18.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0
128,BU03632402,Frans Halsbuurt,2610.0,225.0,8.620689655172415,240.0,9.195402298850574,     1.5,   23360,98,2,556.0,27.0,33.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,438.0,145.0,2106.0,31/12/9999,573.0,72.0,1.0,0.0,0.0,0.0,9.0,4.0,79.0,37.0,3.0,25.0,13.0,12.0,46.0,3.0,121040.0840760234,485539.3503375864,4.888706887926634,52.356701385773526,761.0,883.0,1852.0,559.0,3735.0,0.0,1881.0,1721.0,33.0,0.0,0.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0
129,BU03632403,Hercules Seghersbuurt,2570.0,195.0,7.587548638132295,255.0,9.922178988326849,     1.5,   32180,97,3,446.0,19.0,50.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,88.0,2080.0,31/12/9999,456.0,99.0,0.0,0.0,0.0,0.0,15.0,7.0,67.0,0.0,7.0,4.0,1.0,3.0,25.0,0.0,121040.1780889127,485216.4071023031,4.888740872378147,52.35379899784146,671.0,779.0,1719.0,716.0,7754.0,50.0,1867.0,1690.0,16.0,0.0,1.0,1.0,1.0,1.0,4.0,8.0,2.0,1.0
130,BU03632404,Sarphatiparkbuurt,4945.0,340.0,6.875631951466127,485.0,9.80788675429727,     1.5,   21796,98,2,963.0,39.0,145.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,863.0,236.0,2294.0,31/12/9999,1067.0,113.0,0.0,0.0,0.0,11.0,9.0,4.0,78.0,55.0,13.0,33.0,5.0,28.0,77.0,2.0,121479.13483611692,485384.3006103862,4.895166974939979,52.355334833945726,738.0,857.0,1765.0,886.0,9220.0,25.0,3832.0,3355.0,60.0,0.0,1.0,1.0,1.0,1.0,4.0,8.0,2.0,1.0
131,BU03632500,Willibrordusbuurt,2620.0,185.0,7.061068702290077,425.0,16.221374045801525,     1.5,   24506,91,9,543.0,19.0,16.0,35.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,439.0,120.0,2232.0,31/12/9999,440.0,82.0,6.0,0.0,0.0,96.0,15.0,7.0,120.0,12.0,6.0,27.0,6.0,21.0,45.0,0.0,122087.1969209587,485241.9781417644,4.904106016736359,52.35409252778175,761.0,883.0,1711.0,568.0,4895.0,57.0,1960.0,1818.0,37.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
132,BU03632501,Van der Helstpleinbuurt,3890.0,350.0,8.997429305912597,365.0,9.383033419023135,     1.6,   28553,89,11,591.0,22.0,27.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,456.0,161.0,1996.0,31/12/9999,559.0,103.0,0.0,9.0,0.0,11.0,14.0,7.0,90.0,33.0,5.0,42.0,14.0,28.0,50.0,2.0,121750.55707937102,485106.3420703856,4.899178362635717,52.35285323860726,764.0,887.0,1817.0,454.0,2637.0,7.0,2659.0,2511.0,39.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
133,BU03632502,Lizzy Ansinghbuurt,2340.0,225.0,9.615384615384617,270.0,11.538461538461538,     1.6,   18944,100,0,420.0,9.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,360.0,99.0,1923.0,31/12/9999,374.0,106.0,4.0,0.0,0.0,0.0,10.0,5.0,107.0,8.0,3.0,52.0,21.0,31.0,18.0,1.0,121336.79176409592,484948.8743564485,4.893121192469216,52.35141284716786,808.0,938.0,1810.0,457.0,10084.0,6.0,1526.0,1414.0,6.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
134,BU03632503,Cornelis Troostbuurt,3515.0,325.0,9.246088193456616,420.0,11.948790896159316,     1.6,   23994,98,2,605.0,14.0,24.0,13.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,6.0,455.0,174.0,2014.0,31/12/9999,542.0,118.0,0.0,0.0,0.0,16.0,10.0,5.0,77.0,88.0,9.0,45.0,11.0,34.0,29.0,1.0,121059.41365943875,484873.431132653,4.889057801292517,52.35071774784864,764.0,887.0,1728.0,535.0,4524.0,0.0,2312.0,2183.0,17.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
135,BU03632600,Diamantbuurt,3085.0,390.0,12.641815235008105,510.0,16.53160453808752,     1.7,   22389,100,0,417.0,3.0,11.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,375.0,68.0,1897.0,31/12/9999,404.0,41.0,1.0,0.0,0.0,8.0,7.0,4.0,78.0,171.0,11.0,17.0,1.0,16.0,26.0,0.0,122220.20893189558,484904.5463927355,4.9060911905278095,52.35106786051646,917.0,1065.0,1709.0,261.0,1718.0,3.0,1760.0,1621.0,17.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
136,BU03632601,Burgemeester Tellegenbuurt Oost,2780.0,295.0,10.611510791366907,460.0,16.546762589928058,     1.7,   23732,95,5,326.0,5.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,297.0,52.0,1924.0,31/12/9999,315.0,52.0,2.0,0.0,0.0,0.0,11.0,5.0,60.0,35.0,10.0,11.0,3.0,8.0,11.0,0.0,121895.29272002362,484849.9896650916,4.9013278817070285,52.35055806413467,855.0,992.0,1708.0,344.0,2521.0,0.0,1689.0,1616.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
137,BU03632602,Burgemeester Tellegenbuurt West,2210.0,265.0,11.990950226244344,410.0,18.552036199095024,     1.7,   22596,100,0,301.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,247.0,56.0,1905.0,31/12/9999,273.0,29.0,5.0,0.0,0.0,0.0,7.0,3.0,65.0,79.0,6.0,11.0,2.0,9.0,2.0,0.0,121573.53198049511,484769.6200315079,4.896613563885972,52.34981627942985,895.0,1037.0,1679.0,0.0,0.0,0.0,1333.0,1288.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
138,BU03632700,Swammerdambuurt,1975.0,225.0,11.39240506329114,155.0,7.848101265822785,     1.7,   17078,89,11,366.0,29.0,9.0,27.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,224.0,159.0,2188.0,31/12/9999,327.0,108.0,0.0,0.0,0.0,7.0,10.0,6.0,86.0,76.0,2.0,0.0,0.0,0.0,7.0,1.0,122369.23621857486,485590.3863426742,4.908211880016013,52.35724061381905,843.0,979.0,2042.0,410.0,4809.0,47.0,1246.0,1129.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
139,BU03632701,Weesperzijde Midden/Zuid,3265.0,390.0,11.944869831546708,385.0,11.791730474732006,     1.7,   17705,90,10,585.0,12.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,406.0,192.0,2246.0,31/12/9999,454.0,106.0,6.0,4.0,0.0,65.0,30.0,15.0,128.0,9.0,6.0,0.0,0.0,0.0,38.0,3.0,122588.70899296128,485100.3195067873,4.91148060214178,52.35284919852187,825.0,958.0,2030.0,401.0,6192.0,202.0,1982.0,1829.0,29.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
140,BU03632702,Parooldriehoek,670.0,40.0,5.970149253731343,10.0,1.4925373134328357,     1.2,    9714,100,0,44.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1910.0,31/12/9999,16.0,28.0,0.0,0.0,0.0,4.0,8.0,4.0,538.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,122772.21916030537,485237.0549770992,4.91416100091603,52.35408889389313,589.0,685.0,1079.0,81.0,0.0,10.0,131.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,
141,BU03632800,Oosterparkbuurt Noordwest,3665.0,305.0,8.321964529331515,460.0,12.551159618008189,     1.6,   17226,87,13,832.0,20.0,20.0,24.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,615.0,216.0,1977.0,31/12/9999,497.0,341.0,40.0,0.0,17.0,1.0,28.0,13.0,87.0,22.0,8.0,0.0,0.0,0.0,38.0,4.0,122673.84510412416,485775.1955859535,4.91266540314414,52.35891956002042,711.0,825.0,1680.0,1119.0,16312.0,36.0,2443.0,2239.0,32.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0
142,BU03632801,Oosterpark,115.0,5.0,4.3478260869565215,15.0,13.043478260869565,     1.1,     501,100,0,23.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,3.0,1856.0,31/12/9999,9.0,16.0,6.0,0.0,0.0,2.0,20.0,6.0,1829.0,19.0,3.0,0.0,0.0,0.0,2.0,0.0,122987.05276271186,486057.9631525424,4.91723613118644,52.36147922652543,582.0,679.0,1132.0,5630.0,25113.0,3.0,118.0,87.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0
143,BU03632802,Oosterparkbuurt Zuidoost,3715.0,475.0,12.78600269179004,475.0,12.78600269179004,     1.8,   23537,99,1,526.0,5.0,24.0,16.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,426.0,146.0,2092.0,31/12/9999,381.0,203.0,0.0,0.0,0.0,0.0,16.0,8.0,80.0,21.0,8.0,0.0,0.0,0.0,52.0,1.0,123303.93981146438,485652.6625163457,4.921926274639499,52.357855015064935,801.0,929.0,1877.0,466.0,1270.0,198.0,2199.0,2013.0,44.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0
144,BU03632803,Oosterparkbuurt Zuidwest,3125.0,420.0,13.44,385.0,12.32,     1.7,   25657,94,6,588.0,15.0,23.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,481.0,144.0,2068.0,31/12/9999,456.0,209.0,0.0,0.0,0.0,0.0,17.0,9.0,69.0,0.0,5.0,0.0,0.0,0.0,24.0,3.0,122857.8020357328,485481.3397617815,4.91539382042465,52.356289366773694,734.0,852.0,1738.0,147.0,3177.0,62.0,1925.0,1761.0,18.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0
145,BU03632900,Dapperbuurt Noord,4240.0,460.0,10.849056603773583,665.0,15.683962264150944,     1.7,   21509,93,7,841.0,11.0,54.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,704.0,199.0,2167.0,31/12/9999,596.0,226.0,15.0,1.0,0.0,108.0,42.0,20.0,88.0,4.0,12.0,0.0,0.0,0.0,51.0,0.0,123658.058915197,486348.39949043153,4.927059516532833,52.36412816938086,732.0,850.0,1727.0,508.0,3551.0,461.0,2631.0,2247.0,37.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,
146,BU03632901,Dapperbuurt Zuid,3745.0,380.0,10.14686248331108,455.0,12.149532710280374,     1.6,   21501,96,4,490.0,14.0,46.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,435.0,113.0,2195.0,31/12/9999,377.0,155.0,6.0,0.0,0.0,31.0,20.0,10.0,178.0,14.0,14.0,0.0,0.0,0.0,37.0,2.0,123690.37648757498,486022.9879781491,4.927564259417309,52.36120543057413,745.0,865.0,1698.0,720.0,4283.0,15.0,2306.0,1962.0,27.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,
147,BU03632902,Oostpoort,2055.0,340.0,16.54501216545012,320.0,15.571776155717762,     1.9,    9255,26,74,362.0,13.0,70.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,290.0,47.0,1962.0,31/12/9999,95.0,104.0,59.0,72.0,22.0,36.0,49.0,24.0,299.0,26.0,3.0,0.0,0.0,0.0,4.0,3.0,123911.57307912456,485621.2021978114,4.930848582727273,52.357606990858585,671.0,779.0,1903.0,3103.0,19019.0,44.0,1120.0,1044.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,
148,BU03633000,Transvaalbuurt West,4050.0,465.0,11.48148148148148,530.0,13.08641975308642,     1.8,   23117,98,2,600.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,419.0,192.0,1927.0,31/12/9999,446.0,170.0,1.0,0.0,0.0,3.0,10.0,5.0,71.0,0.0,4.0,0.0,0.0,0.0,9.0,2.0,123012.09760769233,485096.8030235294,4.9176951979819,52.35284240885068,807.0,937.0,1775.0,0.0,0.0,0.0,2181.0,2069.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
149,BU03633001,Transvaalbuurt Oost,5045.0,725.0,14.370664023785926,535.0,10.604558969276512,     1.9,   26042,94,6,692.0,3.0,36.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,571.0,146.0,1967.0,31/12/9999,591.0,125.0,28.0,0.0,0.0,5.0,10.0,5.0,80.0,1.0,18.0,0.0,0.0,0.0,15.0,0.0,123432.3471213222,485354.3772869597,4.923839151413004,52.35518161579368,843.0,978.0,1849.0,123.0,1225.0,0.0,2724.0,2508.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
150,BU03633100,Noordwestkwadrant Indische buurt Noord,3935.0,495.0,12.579415501905972,290.0,7.369758576874205,     1.7,   23859,85,15,931.0,15.0,41.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,627.0,306.0,1984.0,31/12/9999,802.0,127.0,0.0,0.0,0.0,17.0,14.0,7.0,76.0,63.0,12.0,0.0,0.0,0.0,10.0,2.0,124228.60881316187,486420.6738097579,4.935429134667171,52.36480997470878,738.0,856.0,1843.0,286.0,2551.0,0.0,2643.0,2443.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
151,BU03633101,Noordwestkwadrant Indische buurt Zuid,4565.0,495.0,10.843373493975903,405.0,8.87185104052574,     1.7,   31347,96,4,931.0,18.0,40.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,670.0,264.0,1948.0,31/12/9999,702.0,248.0,0.0,0.0,43.0,0.0,17.0,8.0,70.0,55.0,15.0,0.0,0.0,0.0,33.0,0.0,124233.19328549324,486174.68963442935,4.935518941373308,52.36259948630948,749.0,869.0,1658.0,291.0,2976.0,5.0,2568.0,2374.0,25.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,,
152,BU03633102,Zuidwestkwadrant Indische buurt,4015.0,560.0,13.947696139476962,580.0,14.44582814445828,     2.0,   25432,92,8,1610.0,4.0,8.0,48.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1288.0,314.0,1949.0,31/12/9999,1200.0,432.0,6.0,0.0,0.0,38.0,28.0,15.0,81.0,48.0,8.0,0.0,0.0,0.0,14.0,1.0,124347.54547458456,485860.2480381231,4.937226333264907,52.35977988251222,782.0,906.0,1857.0,554.0,2534.0,0.0,2028.0,1819.0,10.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,,
153,BU03633200,Noordoostkwadrant Indische buurt,5765.0,740.0,12.836079791847354,905.0,15.69817866435386,     1.8,   22472,93,7,955.0,9.0,22.0,32.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,724.0,240.0,1961.0,31/12/9999,725.0,289.0,0.0,0.0,0.0,22.0,21.0,11.0,95.0,0.0,11.0,0.0,0.0,0.0,15.0,1.0,124746.91214890969,486373.584952648,4.943042712299065,52.36441556387227,732.0,849.0,1715.0,174.0,1177.0,72.0,3102.0,2947.0,10.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,
154,BU03633201,Zuidoostkwadrant Indische buurt,3535.0,515.0,14.56859971711457,420.0,11.88118811881188,     2.0,   25580,91,9,539.0,0.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,111.0,1939.0,31/12/9999,386.0,168.0,0.0,0.0,0.0,0.0,23.0,11.0,68.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,124738.4525490949,485946.8548979704,4.94295690993966,52.36057992929786,760.0,882.0,1860.0,41.0,892.0,30.0,1815.0,1696.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,
155,BU03633202,Zeeburgerdijk Oost,430.0,55.0,12.790697674418606,60.0,13.953488372093023,     2.0,    4967,21,79,41.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,35.0,1982.0,31/12/9999,8.0,21.0,1.0,0.0,0.0,17.0,36.0,16.0,147.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,125200.73872897196,486569.0665841121,4.949688052289719,52.36619723065421,729.0,844.0,2378.0,0.0,164.0,0.0,212.0,197.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,
156,BU03633203,Flevopark,15.0,5.0,33.33333333333333,5.0,33.33333333333333,     1.6,      39,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2760.0,31/12/9999,0.0,0.0,4.0,0.0,0.0,6.0,10.0,7.0,1028.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,125413.0582,486040.1474,4.9528517175,52.36145512,0.0,0.0,0.0,0.0,5322.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,
157,BU03633300,Oostelijke Handelskade,1410.0,190.0,13.47517730496454,105.0,7.446808510638298,     1.9,    6184,0,100,247.0,6.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,205.0,73.0,1990.0,31/12/9999,0.0,321.0,7.0,0.0,0.0,0.0,101.0,49.0,373.0,32.0,3.0,0.0,0.0,0.0,43.0,0.0,123427.75482670456,487722.0681988637,4.923549355445076,52.37646056464962,917.0,1065.0,3048.0,951.0,80716.0,0.0,909.0,752.0,43.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,,1.0
158,BU03633301,Rietlanden,2410.0,310.0,12.863070539419086,275.0,11.41078838174274,     1.9,    9053,19,81,373.0,0.0,11.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,233.0,190.0,1970.0,31/12/9999,47.0,273.0,27.0,0.0,6.0,72.0,68.0,36.0,111.0,17.0,6.0,0.0,0.0,0.0,43.0,0.0,124172.31189985896,487407.3255535966,4.934512057489422,52.373674168963326,311.0,362.0,2229.0,850.0,16870.0,4.0,650.0,1221.0,41.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,,1.0
159,BU03633302,Java-eiland,3080.0,385.0,12.5,470.0,15.259740259740258,     1.9,   18220,85,15,613.0,4.0,5.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,239.0,1971.0,31/12/9999,106.0,491.0,0.0,0.0,0.0,39.0,51.0,25.0,95.0,0.0,6.0,0.0,0.0,0.0,14.0,1.0,123873.9622014563,487928.0839981797,4.930082827851942,52.37833754165655,55.0,65.0,2224.0,0.0,2138.0,0.0,1488.0,1566.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,,1.0
160,BU03633303,KNSM-eiland,2390.0,235.0,9.832635983263598,420.0,17.573221757322173,     1.7,   18889,97,3,561.0,1.0,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,273.0,322.0,1940.0,31/12/9999,91.0,354.0,0.0,0.0,0.0,156.0,165.0,85.0,88.0,2.0,3.0,0.0,0.0,0.0,136.0,0.0,124752.67353372242,487774.2038398184,4.943001256478599,52.37700370758755,655.0,762.0,1851.0,139.0,1662.0,0.0,1461.0,1310.0,136.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,,1.0
