,BuurtCode,Neighborhood,TotalResidents,Age 0-15,% age 0-15,Age 65+,%Age 65+,AverageSizeofHoushold,Population Density,Building year before 2000,Building year after 2000,woning,horeca,winkel,bedrijf_en_kantoor,kerk_en_gebedsruimte,cultuur_en_musea,medisch,bejaardenhuis_tehuis_en_bijzondere_woonfunctie,kinderdagverblijf_en_basisschool,middelbaar_en_speciaal_onderwijs,beroeps_en_wetenschappelijk_onderwijs,garage_en_parkeerplaats,nr_of_rent,nr_of_possession,avg_construction_year,time_of_change,nr_of_tussengebouw,nr_of_hoekgebouw,nr_of_vrijstaandgebouw,nr_of_half_vrijstaandgebouw,nr_of_kopgebouw,nr_of_situation_anders,avg_nr_of_accomodations_in_building,avg_nr_of_res_accomodations_in_building,floorsize_accomodation,nr_of_monuments,incident,nr_of_inspections_within_timeline,nr_of_inspections_with_observation,nr_of_inspections_without_observation,industrie,sport,x,y,lon,lat,gem_gas_woning,gem_gas_woning_cor,gem_elektriciteit_woning,gem_gas_bedrijf,gem_elektriciteit_bedrijf,potent_pand_asbest,gebouwen_gebruik_gas,meer_reg_woning,meer_reg_industrie,hoge_gas_verbruik,hoge_asbest_buurt,hoge_dichtheid_buurt,industrie_buurt,industriegebied,env_effect,Supermarkt,Verzorghuizen,Museum
361,BU03637601,Buurt 2,2820.0,510.0,18.08510638297873,250.0,8.865248226950355,     2.1,    9995,91,9,359.0,2.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,276.0,126.0,1929.0,31/12/9999,145.0,140.0,4.0,0.0,0.0,123.0,63.0,34.0,104.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,116997.17750419624,488082.4599457714,4.829076111839897,52.37929203365397,700.0,812.0,1643.0,351.0,4690.0,34.0,1421.0,1377.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,,
362,BU03637700,Slotermeer Zuid,3405.0,560.0,16.44640234948605,460.0,13.509544787077829,     1.7,    8407,100,0,507.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,465.0,60.0,1916.0,31/12/9999,352.0,109.0,68.0,0.0,0.0,2.0,17.0,9.0,65.0,0.0,11.0,0.0,0.0,0.0,20.0,2.0,116872.7991333003,487716.44497670967,4.827291004033697,52.375993945069375,795.0,923.0,1609.0,28.0,27359.0,304.0,2016.0,1860.0,16.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
363,BU03637701,Noordoever Sloterplas,3390.0,565.0,16.666666666666664,375.0,11.061946902654867,     1.9,    9779,89,11,475.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,45.0,380.0,140.0,1942.0,31/12/9999,153.0,97.0,298.0,0.0,1.0,1.0,113.0,57.0,87.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,116802.42092486894,487399.5753669191,4.826293551945254,52.37314127076296,550.0,638.0,2023.0,14.0,314.0,1107.0,1613.0,1566.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
364,BU03637702,Buurt 4 Oost,3455.0,565.0,16.35311143270622,470.0,13.603473227206948,     2.1,   10103,87,13,390.0,8.0,7.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,288.0,171.0,1944.0,31/12/9999,137.0,169.0,64.0,0.0,0.0,137.0,45.0,23.0,89.0,0.0,12.0,0.0,0.0,0.0,5.0,1.0,116154.4507249857,488339.8842349914,4.816670245854774,52.38154661534591,931.0,1080.0,2252.0,353.0,4318.0,691.0,1696.0,1537.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
365,BU03637703,Buurt 5 Noord,3570.0,750.0,21.008403361344534,345.0,9.663865546218489,     2.4,   15890,98,2,312.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,22.0,286.0,21.0,1917.0,31/12/9999,198.0,124.0,18.0,0.0,0.0,0.0,13.0,7.0,100.0,21.0,9.0,0.0,0.0,0.0,3.0,2.0,116009.4926737864,487915.2674925567,4.814590607184466,52.37772022651132,839.0,973.0,1842.0,75.0,1588.0,171.0,1403.0,1369.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0
366,BU03637704,Sloterpark,80.0,15.0,18.75,0.0,0.0,     1.9,     136,0,100,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,19/09/2018,0.0,0.0,1.0,0.0,0.0,0.0,26.0,9.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116264.8628780488,487278.1248292683,4.818414241951219,52.372012185853656,27.0,31.0,1910.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
367,BU03637705,Buurt 5 Zuid,3885.0,830.0,21.364221364221365,425.0,10.93951093951094,     2.3,   12497,88,12,356.0,4.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,328.0,47.0,1940.0,31/12/9999,204.0,112.0,22.0,0.0,0.0,104.0,54.0,26.0,68.0,74.0,15.0,0.0,0.0,0.0,19.0,1.0,115913.43200609756,487556.0205868902,4.813221723856707,52.37448477366362,819.0,951.0,1903.0,64.0,775.0,1172.0,1764.0,1747.0,17.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
368,BU03637800,Buurt 6,3030.0,650.0,21.45214521452145,315.0,10.396039603960396,     2.3,   11529,94,6,305.0,0.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,312.0,4.0,1942.0,31/12/9999,181.0,100.0,34.0,0.0,0.0,25.0,19.0,9.0,60.0,0.0,13.0,0.0,0.0,0.0,20.0,0.0,115185.6252604457,487713.17546657386,4.802515837082173,52.37584486999304,869.0,1008.0,1997.0,103.0,1112.0,1218.0,1410.0,1265.0,14.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,
369,BU03637801,Buurt 7,2810.0,680.0,24.19928825622776,375.0,13.345195729537366,     2.6,    9904,62,38,201.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,124.0,53.0,1959.0,31/12/9999,113.0,104.0,9.0,0.0,2.0,14.0,15.0,7.0,95.0,5.0,2.0,0.0,0.0,0.0,10.0,1.0,114822.81430547818,487746.522647168,4.797184089442897,52.37611814265552,753.0,874.0,2619.0,10.0,860.0,526.0,814.0,939.0,10.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,
370,BU03637802,Buurt 8,4205.0,890.0,21.16527942925089,385.0,9.155766944114148,     2.3,   16844,47,53,554.0,2.0,11.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,322.0,116.0,1959.0,31/12/9999,62.0,267.0,178.0,0.0,0.0,43.0,46.0,22.0,82.0,0.0,11.0,0.0,0.0,0.0,15.0,0.0,115197.33333170202,488027.81589722674,4.802650510587275,52.37867343908102,396.0,460.0,2229.0,128.0,7709.0,782.0,1167.0,1735.0,14.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,
371,BU03637803,Buurt 9,5990.0,1320.0,22.036727879799667,665.0,11.101836393989984,     2.4,   14928,52,48,862.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,671.0,111.0,2124.0,31/12/9999,258.0,429.0,12.0,0.0,0.0,131.0,61.0,32.0,91.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,115115.49077253218,488400.9323879829,4.801404305600858,52.38202073393133,854.0,991.0,2314.0,43.0,3539.0,1147.0,2255.0,2227.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,
372,BU03637804,Eendrachtspark,300.0,40.0,13.333333333333334,15.0,5.0,     1.7,    2475,100,0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,23.0,1973.0,31/12/9999,13.0,14.0,1.0,0.0,0.0,11.0,35.0,18.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115649.74678488373,488566.9198953488,4.80923131877907,52.38355110215116,757.0,877.0,2199.0,74.0,2031.0,66.0,172.0,154.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,
373,BU03637900,Osdorper Binnenpolder,25.0,0.0,0.0,10.0,40.0,     2.0,      15,,,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,8.0,3299.0,31/12/9999,0.0,0.0,24.0,0.0,0.0,0.0,4.0,2.0,482.0,3.0,3.0,0.0,0.0,0.0,12.0,14.0,113588.83183505152,488276.4194742268,4.778998146082475,52.3807886086598,239.0,278.0,454.0,0.0,25078.0,1.0,16.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,,,
374,BU03637901,Buurt 10,2415.0,440.0,18.219461697722565,405.0,16.77018633540373,     2.4,    7824,100,0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,67.0,65.0,1966.0,31/12/9999,76.0,57.0,0.0,0.0,0.0,0.0,8.0,4.0,81.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,114404.8131809422,488257.9389957174,4.790984114421841,52.38068358817987,983.0,1142.0,2803.0,9.0,48.0,0.0,930.0,917.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,
375,BU03638000,Ookmeer,350.0,65.0,18.571428571428573,10.0,2.857142857142857,     1.1,     505,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1948.0,31/12/9999,0.0,1.0,12.0,0.0,0.0,1.0,3.0,1.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,115029.56120689654,487003.5843793104,4.800308468620689,52.36945627344828,0.0,0.0,89.0,0.0,78503.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
376,BU03638001,Osdorper Bovenpolder,765.0,105.0,13.725490196078432,170.0,22.22222222222222,     2.2,     312,76,24,44.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,17.0,2303.0,31/12/9999,16.0,17.0,28.0,0.0,0.0,9.0,8.0,4.0,106.0,2.0,1.0,0.0,0.0,0.0,87.0,3.0,113442.25140897757,487150.9453541148,4.776983654538654,52.37066250660848,1688.0,1955.0,3976.0,1072.0,7599.0,34.0,395.0,258.0,84.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,,
377,BU03638002,Bedrijvenpark Lutkemeer,65.0,10.0,15.384615384615383,10.0,15.384615384615383,     1.9,      31,54,46,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1988.0,31/12/9999,9.0,5.0,6.0,0.0,7.0,0.0,4.0,1.0,508.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,112872.38254651162,485669.6492209302,4.768803061744186,52.35730674534884,545.0,633.0,1334.0,4458.0,71775.0,11.0,70.0,18.0,49.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,,
378,BU03638100,Wildeman,4940.0,930.0,18.82591093117409,950.0,19.230769230769237,     2.0,   15663,96,4,1075.0,6.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1045.0,82.0,1944.0,31/12/9999,320.0,200.0,591.0,0.0,0.0,25.0,94.0,47.0,71.0,0.0,20.0,0.0,0.0,0.0,5.0,1.0,115053.43792489712,486258.9723288752,4.8007475392524,52.36276607860768,757.0,879.0,1581.0,119.0,1340.0,2568.0,2681.0,2621.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,
379,BU03638101,Meer en Oever,3145.0,460.0,14.626391096979331,585.0,18.60095389507154,     1.9,   15121,45,55,726.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,394.0,264.0,1976.0,31/12/9999,13.0,270.0,114.0,0.0,0.0,205.0,98.0,48.0,95.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,115455.5198407026,486387.16287401575,4.806635117328892,52.363947252089645,591.0,686.0,2732.0,0.0,2491.0,576.0,1231.0,1541.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,
380,BU03638102,Osdorpplein e.o.,3810.0,655.0,17.191601049868765,430.0,11.286089238845143,     2.0,   12666,68,32,901.0,5.0,134.0,24.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,28.0,699.0,122.0,1959.0,31/12/9999,159.0,646.0,19.0,0.0,37.0,238.0,79.0,39.0,87.0,0.0,12.0,0.0,0.0,0.0,11.0,0.0,115284.4138648053,485713.357907421,4.804202790624541,52.357879282343866,457.0,530.0,2191.0,326.0,10974.0,792.0,1557.0,2261.0,9.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,
381,BU03638103,Calandlaan/Lelylaan,1235.0,170.0,13.765182186234815,240.0,19.4331983805668,     1.8,    4678,85,15,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,37.0,1965.0,31/12/9999,53.0,82.0,1.0,4.0,0.0,0.0,9.0,4.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115381.59970238096,485409.7648809524,4.805665114136905,52.35515784235118,764.0,886.0,2000.0,0.0,0.0,1.0,663.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,
382,BU03638104,Osdorp Zuidoost,4010.0,495.0,12.344139650872815,895.0,22.31920199501247,     1.7,    8237,98,2,559.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,41.0,390.0,217.0,1944.0,31/12/9999,189.0,54.0,57.0,2.0,2.0,317.0,98.0,50.0,62.0,1.0,6.0,0.0,0.0,0.0,42.0,1.0,115751.22243713384,485289.9386155927,4.811104414975215,52.35410743406489,1047.0,1216.0,2286.0,115.0,726.0,1953.0,2174.0,1908.0,40.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,
383,BU03638200,Osdorp Midden Noord,2580.0,460.0,17.829457364341085,525.0,20.348837209302324,     2.2,   12243,61,39,349.0,1.0,3.0,0.0,1.0,0.0,0.0,92.0,1.0,0.0,0.0,12.0,362.0,49.0,1979.0,31/12/9999,124.0,179.0,13.0,0.0,0.0,147.0,66.0,33.0,64.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,114413.8284996232,486211.4013896007,4.791363661032404,52.362291664099466,653.0,757.0,1855.0,223.0,4710.0,517.0,1044.0,1273.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,
384,BU03638201,Osdorp Midden Zuid,3440.0,840.0,24.418604651162788,370.0,10.755813953488373,     2.2,   14433,60,40,646.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,515.0,112.0,1959.0,31/12/9999,213.0,361.0,2.0,0.0,0.0,81.0,111.0,56.0,82.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,114570.69693021724,485805.00288479263,4.79371534718894,52.35865085092824,756.0,879.0,2102.0,11.0,2681.0,940.0,1366.0,1412.0,5.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,
385,BU03638202,Zuidwestkwadrant Osdorp Noord,3165.0,605.0,19.11532385466035,435.0,13.744075829383888,     2.2,   13681,30,70,502.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,337.0,119.0,1968.0,31/12/9999,50.0,293.0,99.0,0.0,0.0,37.0,59.0,29.0,101.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,114680.70851461988,485444.26791739766,4.795373450796784,52.35541694301901,710.0,823.0,2256.0,129.0,5753.0,347.0,1363.0,1295.0,9.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,
386,BU03638203,Zuidwestkwadrant Osdorp Zuid,6190.0,1135.0,18.336025848142164,475.0,7.673667205169628,     2.1,   17612,23,77,1118.0,8.0,26.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,552.0,430.0,1973.0,31/12/9999,117.0,805.0,45.0,27.0,0.0,190.0,89.0,45.0,101.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,114829.9901304184,484998.7345231813,4.797617774832265,52.351423769721066,692.0,803.0,2432.0,444.0,5691.0,313.0,2576.0,2549.0,5.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,
387,BU03638300,De Punt,6060.0,1100.0,18.151815181518156,810.0,13.366336633663368,     2.1,   12633,,,945.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,101.0,652.0,244.0,1942.0,31/12/9999,209.0,114.0,422.0,24.0,0.0,304.0,86.0,43.0,73.0,84.0,10.0,0.0,0.0,0.0,36.0,2.0,114066.91491865215,485535.7879554118,4.786353101827774,52.35619403964261,608.0,707.0,2587.0,73.0,763.0,2420.0,2715.0,2597.0,34.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
388,BU03638301,Bedrijvencentrum Osdorp,105.0,0.0,0.0,15.0,14.285714285714285,     1.2,     898,7,93,5.0,6.0,18.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,17.0,1951.0,31/12/9999,16.0,39.0,8.0,9.0,0.0,28.0,15.0,7.0,693.0,0.0,4.0,0.0,0.0,0.0,46.0,1.0,113971.89557714286,486072.23198857147,4.784893016971428,52.3610081024,273.0,320.0,712.0,4864.0,22691.0,67.0,164.0,41.0,42.0,0.0,1.0,0.0,1.0,1.0,3.0,,,
389,BU03638400,Middelveldsche Akerpolder,3895.0,820.0,21.052631578947366,680.0,17.458279845956355,     2.3,   11594,,,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,54.0,1960.0,31/12/9999,136.0,135.0,22.0,0.0,0.0,29.0,9.0,5.0,81.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,113708.5167778481,485196.15755,4.781134156246836,52.35311488920253,963.0,1118.0,2585.0,0.0,149.0,3.0,1580.0,1572.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
390,BU03638401,De Aker West,4505.0,680.0,15.09433962264151,600.0,13.318534961154274,     2.4,    8693,93,7,343.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,179.0,162.0,1967.0,31/12/9999,103.0,239.0,2.0,0.0,0.0,2.0,19.0,9.0,100.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,113450.41713691795,484923.5948348115,4.777379661884701,52.35064583962306,698.0,811.0,2940.0,0.0,634.0,4.0,1669.0,1703.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
391,BU03638402,De Aker Oost,5885.0,935.0,15.887850467289718,645.0,10.960067969413764,     2.5,    8997,62,38,332.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,122.0,218.0,2016.0,31/12/9999,128.0,96.0,17.0,0.0,0.0,103.0,75.0,38.0,125.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,114253.94101081567,484566.2663105003,4.78921571920685,52.34749465695809,904.0,1050.0,3231.0,30.0,1252.0,13.0,1853.0,2084.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,
392,BU03638500,Oostoever Sloterplas,2460.0,320.0,13.008130081300814,570.0,23.170731707317078,     2.1,    6860,99,1,210.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,96.0,110.0,1973.0,31/12/9999,36.0,175.0,0.0,0.0,0.0,0.0,24.0,12.0,105.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,117086.35346989051,486651.25039142335,4.830547251104014,52.366435668877735,952.0,1106.0,2597.0,0.0,319.0,0.0,1081.0,1066.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,
393,BU03638501,Emanuel van Meterenbuurt,2265.0,445.0,19.646799116997794,405.0,17.880794701986755,     2.1,    5132,100,0,166.0,7.0,2.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.0,143.0,66.0,1939.0,31/12/9999,120.0,48.0,63.0,0.0,0.0,14.0,17.0,9.0,111.0,0.0,5.0,0.0,0.0,0.0,8.0,3.0,116663.2594399657,485997.2258979416,4.824410133301886,52.360528428473415,872.0,1012.0,2613.0,193.0,1818.0,1099.0,1164.0,903.0,7.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,
394,BU03638502,Jacob Geelbuurt,3355.0,700.0,20.864381520119224,285.0,8.49478390461997,     2.1,   10862,95,5,353.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,342.0,28.0,1938.0,31/12/9999,180.0,113.0,80.0,0.0,0.0,0.0,19.0,9.0,67.0,0.0,11.0,0.0,0.0,0.0,4.0,6.0,117060.94695448875,486047.533771197,4.830242335031173,52.36100816998753,599.0,695.0,2157.0,933.0,3580.0,1516.0,1465.0,1426.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,
395,BU03638600,Overtoomse Veld Noord,6210.0,1220.0,19.645732689210952,495.0,7.971014492753622,     2.4,   18475,47,53,912.0,3.0,4.0,48.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,38.0,611.0,161.0,1971.0,31/12/9999,172.0,574.0,215.0,6.0,0.0,41.0,67.0,33.0,105.0,73.0,16.0,0.0,0.0,0.0,30.0,1.0,117617.56487905934,486699.3303646883,4.838340909458753,52.3669041791676,495.0,574.0,2263.0,59.0,972.0,1256.0,1812.0,2332.0,22.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,,
396,BU03638601,Overtoomse Veld Zuid,4405.0,665.0,15.096481271282633,325.0,7.377979568671964,     1.9,   14697,38,62,2042.0,10.0,26.0,94.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,80.0,1734.0,310.0,1960.0,31/12/9999,340.0,848.0,780.0,68.0,0.0,274.0,104.0,51.0,115.0,0.0,10.0,0.0,0.0,0.0,9.0,7.0,117630.86822577284,486197.7996213963,4.838591972212574,52.36239770630775,406.0,472.0,1729.0,963.0,18483.0,776.0,2249.0,2641.0,6.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,,
397,BU03638602,Rembrandtpark Noord,975.0,70.0,7.179487179487179,75.0,7.6923076923076925,     1.3,    3502,100,0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,58.0,1.0,1959.0,31/12/9999,0.0,0.0,67.0,0.0,0.0,0.0,159.0,87.0,263.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,117976.83673243242,486582.2620432432,4.843628537432433,52.36587641140541,722.0,838.0,1891.0,0.0,0.0,367.0,365.0,361.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,,
398,BU03638603,Rembrandtpark Zuid,840.0,75.0,8.928571428571429,85.0,10.11904761904762,     1.6,    3080,100,0,188.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,141.0,50.0,1954.0,31/12/9999,0.0,0.0,194.0,0.0,0.0,0.0,155.0,85.0,240.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,117974.52384696016,486179.51360587,4.843638933815513,52.36225665515723,25.0,28.0,1883.0,0.0,0.0,476.0,458.0,452.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,,
399,BU03638604,Johan Jongkindbuurt,715.0,140.0,19.58041958041958,90.0,12.587412587412588,     2.6,    8319,100,0,104.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,111.0,0.0,1949.0,31/12/9999,28.0,36.0,8.0,0.0,0.0,41.0,38.0,18.0,73.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,117599.58271604938,485805.9234567901,4.838176269679012,52.35887369533334,823.0,957.0,1719.0,0.0,23104.0,393.0,393.0,367.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,,
400,BU03638605,Lucas/Andreasziekenhuis e.o.,1180.0,20.0,1.694915254237288,0.0,0.0,     1.1,    6563,0,100,104.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1985.0,31/12/9999,23.0,0.0,73.0,0.0,0.0,0.0,80.0,41.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117564.84374137931,487275.3216931034,4.837502725689656,52.37207717424138,0.0,0.0,1536.0,0.0,55.0,5.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,
401,BU03638700,Koningin Wilhelminaplein,2830.0,230.0,8.12720848056537,190.0,6.713780918727916,     1.6,   11540,65,35,600.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,376.0,96.0,1975.0,31/12/9999,32.0,312.0,205.0,0.0,0.0,34.0,71.0,35.0,265.0,7.0,3.0,0.0,0.0,0.0,4.0,0.0,117628.8691949754,485261.6542124522,4.8386666294374665,52.3539841940852,339.0,394.0,1944.0,0.0,4399.0,360.0,788.0,1647.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
402,BU03638701,Andreasterrein,1250.0,250.0,20.0,140.0,11.2,     2.2,    8670,3,97,243.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0,81.0,1971.0,31/12/9999,0.0,251.0,2.0,0.0,0.0,0.0,118.0,58.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118110.6523364486,485583.6093457944,4.845702697682243,52.35691026400001,73.0,85.0,2799.0,0.0,9608.0,18.0,19.0,501.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,
403,BU03638702,Delflandpleinbuurt Oost,1555.0,235.0,15.112540192926044,140.0,9.003215434083602,     1.7,    9090,80,20,488.0,1.0,0.0,11.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,10.0,475.0,17.0,1974.0,31/12/9999,91.0,126.0,262.0,0.0,0.0,44.0,111.0,56.0,182.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,117976.47631321022,484726.4640035512,4.843827522542614,52.34919784286222,342.0,397.0,1616.0,0.0,24244.0,695.0,553.0,1341.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,
404,BU03638703,Delflandpleinbuurt West,3950.0,490.0,12.40506329113924,325.0,8.227848101265822,     1.6,   12249,51,49,744.0,3.0,21.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,433.0,86.0,1958.0,31/12/9999,63.0,207.0,307.0,72.0,0.0,108.0,135.0,70.0,111.0,1.0,12.0,0.0,0.0,0.0,2.0,1.0,117588.04467543036,484706.4702425665,4.838129172438185,52.34899183764946,240.0,279.0,1744.0,2232.0,10998.0,1347.0,1492.0,3031.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,
405,BU03638704,Riekerhaven,570.0,25.0,4.385964912280701,0.0,0.0,     1.1,    1373,0,100,35.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,1971.0,31/12/9999,0.0,0.0,42.0,0.0,0.0,1.0,60.0,29.0,437.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,117541.8901181818,483988.5024527273,4.837531714454545,52.34253612676363,590.0,687.0,1405.0,465.0,3086.0,4.0,540.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
